{\rtf1\ansi\ansicpg1252\cocoartf1038\cocoasubrtf360
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;}
\paperw11900\paperh16840\margl1440\margr1440\vieww21020\viewh14500\viewkind0
\deftab720
\pard\pardeftab720\ql\qnatural

\f0\fs24 \cf0 type	latitude	longitude	altitude (m)	data	fixtype	utc\
W	39.976541000	-3.589093000	31347.0	826	04	Sun Oct 27 2013 19:40:30 GMT+0100 (CET)\
W	39.976693000	-3.584061000	31384.0	827	04	Sun Oct 27 2013 19:40:45 GMT+0100 (CET)\
W	39.977048000	-3.578868000	31420.0	828	04	Sun Oct 27 2013 19:41:00 GMT+0100 (CET)\
W	39.977403000	-3.573826000	31457.0	829	04	Sun Oct 27 2013 19:41:15 GMT+0100 (CET)\
W	39.978002000	-3.568770000	31491.0	830	04	Sun Oct 27 2013 19:41:30 GMT+0100 (CET)\
W	39.978498000	-3.563668000	31525.0	831	04	Sun Oct 27 2013 19:41:45 GMT+0100 (CET)\
W	39.979203000	-3.558636000	31558.0	832	04	Sun Oct 27 2013 19:42:00 GMT+0100 (CET)\
W	39.979810000	-3.553613000	31590.0	833	04	Sun Oct 27 2013 19:42:15 GMT+0100 (CET)\
W	39.980588000	-3.548695000	31621.0	834	04	Sun Oct 27 2013 19:42:30 GMT+0100 (CET)\
W	39.981351000	-3.543593000	31651.0	835	04	Sun Oct 27 2013 19:42:45 GMT+0100 (CET)\
W	39.982236000	-3.538662000	31680.0	836	04	Sun Oct 27 2013 19:43:00 GMT+0100 (CET)\
W	39.982991000	-3.533583000	31706.0	837	04	Sun Oct 27 2013 19:43:15 GMT+0100 (CET)\
W	39.983842000	-3.528403000	31732.0	838	04	Sun Oct 27 2013 19:43:30 GMT+0100 (CET)\
W	39.984509000	-3.523107000	31756.0	839	04	Sun Oct 27 2013 19:43:45 GMT+0100 (CET)\
W	39.985311000	-3.517809000	31781.0	840	04	Sun Oct 27 2013 19:44:00 GMT+0100 (CET)\
W	39.985982000	-3.512398000	31805.0	841	04	Sun Oct 27 2013 19:44:15 GMT+0100 (CET)\
W	39.986741000	-3.506981000	31830.0	842	04	Sun Oct 27 2013 19:44:30 GMT+0100 (CET)\
W	39.987370000	-3.501619000	31858.0	843	04	Sun Oct 27 2013 19:44:45 GMT+0100 (CET)\
W	39.988122000	-3.496208000	31886.0	844	04	Sun Oct 27 2013 19:45:00 GMT+0100 (CET)\
W	39.988820000	-3.490725000	31915.0	845	04	Sun Oct 27 2013 19:45:15 GMT+0100 (CET)\
W	39.989461000	-3.485142000	31945.0	846	04	Sun Oct 27 2013 19:45:30 GMT+0100 (CET)\
W	39.990178000	-3.479629000	31974.0	847	04	Sun Oct 27 2013 19:45:45 GMT+0100 (CET)\
W	39.990849000	-3.474196000	32006.0	848	04	Sun Oct 27 2013 19:46:00 GMT+0100 (CET)\
W	39.991681000	-3.468801000	32037.0	849	04	Sun Oct 27 2013 19:46:15 GMT+0100 (CET)\
W	39.992593000	-3.463436000	32068.0	850	04	Sun Oct 27 2013 19:46:30 GMT+0100 (CET)\
W	39.993573000	-3.458152000	32096.0	851	04	Sun Oct 27 2013 19:46:45 GMT+0100 (CET)\
W	39.994668000	-3.452795000	32123.0	852	04	Sun Oct 27 2013 19:47:00 GMT+0100 (CET)\
W	39.995732000	-3.447376000	32146.0	853	04	Sun Oct 27 2013 19:47:15 GMT+0100 (CET)\
W	39.996705000	-3.441968000	32168.0	854	04	Sun Oct 27 2013 19:47:30 GMT+0100 (CET)\
W	39.997720000	-3.436544000	32187.0	855	04	Sun Oct 27 2013 19:47:45 GMT+0100 (CET)\
W	39.998799000	-3.431077000	32204.0	856	04	Sun Oct 27 2013 19:48:00 GMT+0100 (CET)\
W	39.999757000	-3.425534000	32222.0	857	04	Sun Oct 27 2013 19:48:15 GMT+0100 (CET)\
W	40.000661000	-3.419961000	32239.0	858	04	Sun Oct 27 2013 19:48:30 GMT+0100 (CET)\
W	40.001660000	-3.414432000	32255.0	859	04	Sun Oct 27 2013 19:48:45 GMT+0100 (CET)\
W	40.002702000	-3.408935000	32272.0	860	04	Sun Oct 27 2013 19:49:00 GMT+0100 (CET)\
W	40.003724000	-3.403432000	32289.0	861	04	Sun Oct 27 2013 19:49:15 GMT+0100 (CET)\
W	40.004773000	-3.397930000	32307.0	862	04	Sun Oct 27 2013 19:49:30 GMT+0100 (CET)\
W	40.005929000	-3.392422000	32325.0	863	04	Sun Oct 27 2013 19:49:45 GMT+0100 (CET)\
W	40.007108000	-3.386899000	32344.0	864	04	Sun Oct 27 2013 19:50:00 GMT+0100 (CET)\
W	40.008248000	-3.381316000	32361.0	865	04	Sun Oct 27 2013 19:50:15 GMT+0100 (CET)\
W	40.009416000	-3.375592000	32378.0	866	04	Sun Oct 27 2013 19:50:30 GMT+0100 (CET)\
W	40.010610000	-3.369750000	32396.0	867	04	Sun Oct 27 2013 19:50:45 GMT+0100 (CET)\
W	40.011800000	-3.363825000	32413.0	868	04	Sun Oct 27 2013 19:51:00 GMT+0100 (CET)\
W	40.012990000	-3.357885000	32431.0	869	04	Sun Oct 27 2013 19:51:15 GMT+0100 (CET)\
W	40.014211000	-3.351946000	32447.0	870	04	Sun Oct 27 2013 19:51:30 GMT+0100 (CET)\
W	40.015450000	-3.345938000	32462.0	871	04	Sun Oct 27 2013 19:51:45 GMT+0100 (CET)\
W	40.016660000	-3.339862000	32477.0	872	04	Sun Oct 27 2013 19:52:00 GMT+0100 (CET)\
W	40.017846000	-3.333710000	32491.0	873	04	Sun Oct 27 2013 19:52:15 GMT+0100 (CET)\
W	40.019036000	-3.327522000	32505.0	874	04	Sun Oct 27 2013 19:52:30 GMT+0100 (CET)\
W	40.020318000	-3.321293000	32269.0	875	04	Sun Oct 27 2013 19:52:45 GMT+0100 (CET)\
W	40.021405000	-3.315629000	31693.0	876	04	Sun Oct 27 2013 19:53:00 GMT+0100 (CET)\
W	40.021832000	-3.310524000	31144.0	877	04	Sun Oct 27 2013 19:53:15 GMT+0100 (CET)\
W	40.022180000	-3.305596000	30623.0	878	04	Sun Oct 27 2013 19:53:30 GMT+0100 (CET)\
W	40.023004000	-3.301342000	30123.0	879	04	Sun Oct 27 2013 19:53:45 GMT+0100 (CET)\
W	40.023915000	-3.297998000	29646.0	880	04	Sun Oct 27 2013 19:54:00 GMT+0100 (CET)\
W	40.024686000	-3.294930000	29210.0	881	04	Sun Oct 27 2013 19:54:15 GMT+0100 (CET)\
W	40.025273000	-3.291711000	28762.0	882	04	Sun Oct 27 2013 19:54:30 GMT+0100 (CET)\
W	40.025758000	-3.288796000	28349.0	883	04	Sun Oct 27 2013 19:54:45 GMT+0100 (CET)\
W	40.026273000	-3.286184000	27958.0	884	04	Sun Oct 27 2013 19:55:00 GMT+0100 (CET)\
W	40.026032000	-3.283764000	27567.0	885	04	Sun Oct 27 2013 19:55:15 GMT+0100 (CET)\
W	40.025617000	-3.281075000	27187.0	886	04	Sun Oct 27 2013 19:55:30 GMT+0100 (CET)\
W	40.025327000	-3.278347000	26822.0	887	04	Sun Oct 27 2013 19:55:45 GMT+0100 (CET)\
W	40.025281000	-3.276035000	26458.0	888	04	Sun Oct 27 2013 19:56:00 GMT+0100 (CET)\
W	40.025216000	-3.273731000	26097.0	889	04	Sun Oct 27 2013 19:56:15 GMT+0100 (CET)\
W	40.025044000	-3.271500000	25756.0	890	04	Sun Oct 27 2013 19:56:30 GMT+0100 (CET)\
W	40.025174000	-3.269616000	25420.0	891	04	Sun Oct 27 2013 19:56:45 GMT+0100 (CET)\
W	40.024392000	-3.267958000	25079.0	892	04	Sun Oct 27 2013 19:57:00 GMT+0100 (CET)\
W	40.023988000	-3.265825000	24749.0	893	04	Sun Oct 27 2013 19:57:15 GMT+0100 (CET)\
W	40.023957000	-3.264037000	24431.0	894	04	Sun Oct 27 2013 19:57:30 GMT+0100 (CET)\
W	40.023557000	-3.262128000	24121.0	895	04	Sun Oct 27 2013 19:57:45 GMT+0100 (CET)\
W	40.024201000	-3.260694000	23823.0	896	04	Sun Oct 27 2013 19:58:00 GMT+0100 (CET)\
W	40.024728000	-3.259522000	23523.0	897	04	Sun Oct 27 2013 19:58:15 GMT+0100 (CET)\
W	40.025159000	-3.258475000	23246.0	898	04	Sun Oct 27 2013 19:58:30 GMT+0100 (CET)\
W	40.024991000	-3.257756000	22962.0	899	04	Sun Oct 27 2013 19:58:45 GMT+0100 (CET)\
W	40.024510000	-3.257081000	22695.0	900	04	Sun Oct 27 2013 19:59:00 GMT+0100 (CET)\
W	40.024510000	-3.255872000	22420.0	901	04	Sun Oct 27 2013 19:59:15 GMT+0100 (CET)\
W	40.024354000	-3.254481000	22172.0	902	04	Sun Oct 27 2013 19:59:30 GMT+0100 (CET)\
W	40.024095000	-3.253305000	21921.0	903	04	Sun Oct 27 2013 19:59:45 GMT+0100 (CET)\
W	40.024083000	-3.251461000	21670.0	904	04	Sun Oct 27 2013 20:00:00 GMT+0100 (CET)\
W	40.024377000	-3.250027000	21415.0	905	04	Sun Oct 27 2013 20:00:15 GMT+0100 (CET)\
W	40.024373000	-3.248907000	21159.0	906	04	Sun Oct 27 2013 20:00:30 GMT+0100 (CET)\
W	40.024232000	-3.247534000	20918.0	907	04	Sun Oct 27 2013 20:00:45 GMT+0100 (CET)\
W	40.024648000	-3.246473000	20676.0	908	04	Sun Oct 27 2013 20:01:00 GMT+0100 (CET)\
W	40.024831000	-3.245801000	20441.0	909	04	Sun Oct 27 2013 20:01:15 GMT+0100 (CET)\
W	40.025159000	-3.244858000	20217.0	910	04	Sun Oct 27 2013 20:01:30 GMT+0100 (CET)\
W	40.025506000	-3.243830000	19998.0	911	04	Sun Oct 27 2013 20:01:45 GMT+0100 (CET)\
W	40.026017000	-3.243407000	19787.0	912	04	Sun Oct 27 2013 20:02:00 GMT+0100 (CET)\
W	40.026311000	-3.243389000	19587.0	913	04	Sun Oct 27 2013 20:02:15 GMT+0100 (CET)\
W	40.026055000	-3.242774000	19378.0	914	04	Sun Oct 27 2013 20:02:30 GMT+0100 (CET)\
W	40.026135000	-3.242040000	19177.0	915	04	Sun Oct 27 2013 20:02:45 GMT+0100 (CET)\
W	40.026204000	-3.241779000	18970.0	916	04	Sun Oct 27 2013 20:03:00 GMT+0100 (CET)\
W	40.025842000	-3.240992000	18771.0	917	04	Sun Oct 27 2013 20:03:15 GMT+0100 (CET)\
W	40.025567000	-3.239875000	18577.0	918	04	Sun Oct 27 2013 20:03:30 GMT+0100 (CET)\
W	40.025403000	-3.239046000	18390.0	919	04	Sun Oct 27 2013 20:03:45 GMT+0100 (CET)\
W	40.025514000	-3.237940000	18209.0	920	04	Sun Oct 27 2013 20:04:00 GMT+0100 (CET)\
W	40.025586000	-3.237243000	18025.0	921	04	Sun Oct 27 2013 20:04:15 GMT+0100 (CET)\
W	40.025430000	-3.236350000	17851.0	922	04	Sun Oct 27 2013 20:04:30 GMT+0100 (CET)\
W	40.025449000	-3.235379000	17677.0	923	04	Sun Oct 27 2013 20:04:45 GMT+0100 (CET)\
W	40.025800000	-3.234385000	17499.0	924	04	Sun Oct 27 2013 20:05:00 GMT+0100 (CET)\
W	40.025975000	-3.233425000	17321.0	925	04	Sun Oct 27 2013 20:05:15 GMT+0100 (CET)\
W	40.026193000	-3.232509000	17147.0	926	04	Sun Oct 27 2013 20:05:30 GMT+0100 (CET)\
W	40.026258000	-3.231914000	16982.0	927	04	Sun Oct 27 2013 20:05:45 GMT+0100 (CET)\
W	40.025983000	-3.230892000	16822.0	928	04	Sun Oct 27 2013 20:06:00 GMT+0100 (CET)\
W	40.025506000	-3.229411000	16662.0	929	04	Sun Oct 27 2013 20:06:15 GMT+0100 (CET)\
W	40.025365000	-3.227489000	16504.0	930	04	Sun Oct 27 2013 20:06:30 GMT+0100 (CET)\
W	40.025575000	-3.225927000	16356.0	931	04	Sun Oct 27 2013 20:06:45 GMT+0100 (CET)\
W	40.025968000	-3.224906000	16209.0	932	04	Sun Oct 27 2013 20:07:00 GMT+0100 (CET)\
W	40.026406000	-3.224501000	16059.0	933	04	Sun Oct 27 2013 20:07:15 GMT+0100 (CET)\
W	40.026788000	-3.224148000	15909.0	934	04	Sun Oct 27 2013 20:07:30 GMT+0100 (CET)\
W	40.027123000	-3.223627000	15757.0	935	04	Sun Oct 27 2013 20:07:45 GMT+0100 (CET)\
W	40.027520000	-3.223190000	15607.0	936	04	Sun Oct 27 2013 20:08:00 GMT+0100 (CET)\
W	40.027486000	-3.222564000	15460.0	937	04	Sun Oct 27 2013 20:08:15 GMT+0100 (CET)\
W	40.027143000	-3.221701000	15318.0	938	04	Sun Oct 27 2013 20:08:30 GMT+0100 (CET)\
W	40.027162000	-3.220978000	15173.0	939	04	Sun Oct 27 2013 20:08:45 GMT+0100 (CET)\
W	40.026887000	-3.220381000	15043.0	940	04	Sun Oct 27 2013 20:09:00 GMT+0100 (CET)\
W	40.026467000	-3.219751000	14899.0	941	04	Sun Oct 27 2013 20:09:15 GMT+0100 (CET)\
W	40.025952000	-3.219371000	14745.0	942	04	Sun Oct 27 2013 20:09:30 GMT+0100 (CET)\
