{\rtf1\ansi\ansicpg1252\cocoartf1038\cocoasubrtf360
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;}
\paperw11900\paperh16840\margl1440\margr1440\vieww21020\viewh14500\viewkind0
\deftab720
\pard\pardeftab720\ql\qnatural

\f0\fs24 \cf0 type	latitude	longitude	altitude (m)	data	fixtype	utc\
W	40.064424000	-3.143597000	629.0	3247	04	Mon Oct 28 2013 05:34:30 GMT+0100 (CET)\
W	40.064424000	-3.143598000	629.0	3259	04	Mon Oct 28 2013 05:37:30 GMT+0100 (CET)\
W	40.064424000	-3.143599000	629.0	3276	04	Mon Oct 28 2013 05:41:45 GMT+0100 (CET)\
W	40.064424000	-3.143599000	628.0	3282	04	Mon Oct 28 2013 05:43:15 GMT+0100 (CET)\
W	40.064427000	-3.143599000	628.0	3298	04	Mon Oct 28 2013 05:47:15 GMT+0100 (CET)\
W	40.064427000	-3.143600000	628.0	3301	04	Mon Oct 28 2013 05:48:00 GMT+0100 (CET)\
W	40.064427000	-3.143601000	628.0	3317	04	Mon Oct 28 2013 05:52:00 GMT+0100 (CET)\
W	40.064427000	-3.143601000	627.0	3407	04	Mon Oct 28 2013 06:13:15 GMT+0100 (CET)\
W	40.064427000	-3.143600000	627.0	3412	04	Mon Oct 28 2013 06:14:30 GMT+0100 (CET)\
W	40.064427000	-3.143599000	627.0	3427	04	Mon Oct 28 2013 06:18:15 GMT+0100 (CET)\
W	40.064427000	-3.143598000	627.0	3440	04	Mon Oct 28 2013 06:21:30 GMT+0100 (CET)\
W	40.064427000	-3.143597000	627.0	3463	04	Mon Oct 28 2013 06:27:15 GMT+0100 (CET)\
W	40.064427000	-3.143596000	627.0	3486	04	Mon Oct 28 2013 06:33:00 GMT+0100 (CET)\
W	40.064427000	-3.143596000	626.0	3489	04	Mon Oct 28 2013 06:33:45 GMT+0100 (CET)\
W	40.064427000	-3.143596000	625.0	3553	04	Mon Oct 28 2013 06:49:45 GMT+0100 (CET)\
W	40.064427000	-3.143597000	625.0	3568	04	Mon Oct 28 2013 06:53:30 GMT+0100 (CET)\
W	40.064427000	-3.143598000	625.0	3590	04	Mon Oct 28 2013 06:57:45 GMT+0100 (CET)\
W	40.064427000	-3.143599000	625.0	3594	04	Mon Oct 28 2013 06:58:45 GMT+0100 (CET)\
W	40.064427000	-3.143600000	625.0	3598	04	Mon Oct 28 2013 06:59:45 GMT+0100 (CET)\
W	40.064427000	-3.143601000	625.0	3602	04	Mon Oct 28 2013 07:00:45 GMT+0100 (CET)\
W	40.064427000	-3.143602000	625.0	3605	04	Mon Oct 28 2013 07:01:30 GMT+0100 (CET)\
W	40.064427000	-3.143602000	624.0	3607	04	Mon Oct 28 2013 07:02:00 GMT+0100 (CET)\
W	40.064427000	-3.143603000	624.0	3608	04	Mon Oct 28 2013 07:02:15 GMT+0100 (CET)\
W	40.064424000	-3.143603000	624.0	3611	04	Mon Oct 28 2013 07:03:00 GMT+0100 (CET)\
W	40.064424000	-3.143604000	624.0	3613	04	Mon Oct 28 2013 07:03:30 GMT+0100 (CET)\
W	40.064424000	-3.143605000	624.0	3616	04	Mon Oct 28 2013 07:04:15 GMT+0100 (CET)\
W	40.064424000	-3.143606000	624.0	3621	04	Mon Oct 28 2013 07:05:30 GMT+0100 (CET)\
W	40.064424000	-3.143607000	624.0	3626	04	Mon Oct 28 2013 07:06:45 GMT+0100 (CET)\
W	40.064424000	-3.143608000	624.0	3632	04	Mon Oct 28 2013 07:08:15 GMT+0100 (CET)\
W	40.064424000	-3.143609000	624.0	3639	04	Mon Oct 28 2013 07:10:00 GMT+0100 (CET)\
W	40.064424000	-3.143610000	624.0	3645	04	Mon Oct 28 2013 07:11:30 GMT+0100 (CET)\
W	40.064424000	-3.143611000	624.0	3648	04	Mon Oct 28 2013 07:12:15 GMT+0100 (CET)\
W	40.064424000	-3.143612000	624.0	3651	04	Mon Oct 28 2013 07:13:00 GMT+0100 (CET)\
W	40.064424000	-3.143613000	624.0	3654	04	Mon Oct 28 2013 07:13:45 GMT+0100 (CET)\
W	40.064424000	-3.143614000	623.0	3657	04	Mon Oct 28 2013 07:14:30 GMT+0100 (CET)\
W	40.064424000	-3.143615000	623.0	3659	04	Mon Oct 28 2013 07:15:00 GMT+0100 (CET)\
W	40.064424000	-3.143616000	623.0	3662	04	Mon Oct 28 2013 07:15:45 GMT+0100 (CET)\
W	40.064424000	-3.143617000	623.0	3665	04	Mon Oct 28 2013 07:16:30 GMT+0100 (CET)\
W	40.064424000	-3.143618000	623.0	3667	04	Mon Oct 28 2013 07:17:00 GMT+0100 (CET)\
W	40.064424000	-3.143619000	623.0	3670	04	Mon Oct 28 2013 07:17:45 GMT+0100 (CET)\
W	40.064427000	-3.143619000	623.0	3671	04	Mon Oct 28 2013 07:18:00 GMT+0100 (CET)\
W	40.064424000	-3.143620000	623.0	3673	04	Mon Oct 28 2013 07:18:30 GMT+0100 (CET)\
W	40.064427000	-3.143620000	623.0	3674	04	Mon Oct 28 2013 07:18:45 GMT+0100 (CET)\
W	40.064427000	-3.143621000	623.0	3676	04	Mon Oct 28 2013 07:19:15 GMT+0100 (CET)\
W	40.064427000	-3.143622000	623.0	3678	04	Mon Oct 28 2013 07:19:45 GMT+0100 (CET)\
W	40.064427000	-3.143623000	623.0	3681	04	Mon Oct 28 2013 07:20:30 GMT+0100 (CET)\
W	40.064427000	-3.143624000	623.0	3686	04	Mon Oct 28 2013 07:21:45 GMT+0100 (CET)\
W	40.064431000	-3.143620000	624.0	3690	04	Mon Oct 28 2013 07:22:45 GMT+0100 (CET)\
W	40.064431000	-3.143621000	624.0	3691	04	Mon Oct 28 2013 07:23:00 GMT+0100 (CET)\
W	40.064431000	-3.143622000	624.0	3697	04	Mon Oct 28 2013 07:24:30 GMT+0100 (CET)\
W	40.064431000	-3.143623000	624.0	3703	04	Mon Oct 28 2013 07:26:00 GMT+0100 (CET)\
W	40.064431000	-3.143624000	624.0	3717	04	Mon Oct 28 2013 07:29:30 GMT+0100 (CET)\
W	40.064431000	-3.143624000	623.0	3723	04	Mon Oct 28 2013 07:31:00 GMT+0100 (CET)\
W	40.064431000	-3.143625000	623.0	3725	04	Mon Oct 28 2013 07:31:30 GMT+0100 (CET)\
W	40.064431000	-3.143626000	623.0	3732	04	Mon Oct 28 2013 07:33:15 GMT+0100 (CET)\
W	40.064431000	-3.143627000	623.0	3740	04	Mon Oct 28 2013 07:35:15 GMT+0100 (CET)\
W	40.064431000	-3.143628000	623.0	3745	04	Mon Oct 28 2013 07:36:30 GMT+0100 (CET)\
W	40.064431000	-3.143629000	623.0	3749	04	Mon Oct 28 2013 07:37:30 GMT+0100 (CET)\
W	40.064431000	-3.143630000	623.0	3752	04	Mon Oct 28 2013 07:38:15 GMT+0100 (CET)\
W	40.064431000	-3.143631000	623.0	3757	04	Mon Oct 28 2013 07:39:30 GMT+0100 (CET)\
W	40.064431000	-3.143632000	623.0	3760	04	Mon Oct 28 2013 07:40:15 GMT+0100 (CET)\
W	40.064431000	-3.143632000	622.0	3761	04	Mon Oct 28 2013 07:40:30 GMT+0100 (CET)\
W	40.064431000	-3.143633000	622.0	3763	04	Mon Oct 28 2013 07:41:00 GMT+0100 (CET)\
W	40.064431000	-3.143634000	622.0	3767	04	Mon Oct 28 2013 07:42:00 GMT+0100 (CET)\
W	40.064431000	-3.143635000	622.0	3773	04	Mon Oct 28 2013 07:43:30 GMT+0100 (CET)\
W	40.064431000	-3.143636000	622.0	3776	04	Mon Oct 28 2013 07:44:15 GMT+0100 (CET)\
W	40.064435000	-3.143636000	622.0	3777	04	Mon Oct 28 2013 07:44:30 GMT+0100 (CET)\
W	40.064435000	-3.143637000	622.0	3778	04	Mon Oct 28 2013 07:44:45 GMT+0100 (CET)\
W	40.064435000	-3.143638000	622.0	3784	04	Mon Oct 28 2013 07:46:15 GMT+0100 (CET)\
W	40.064435000	-3.143638000	621.0	3787	04	Mon Oct 28 2013 07:47:00 GMT+0100 (CET)\
W	40.064435000	-3.143639000	621.0	3789	04	Mon Oct 28 2013 07:47:30 GMT+0100 (CET)\
W	40.064435000	-3.143640000	621.0	3797	04	Mon Oct 28 2013 07:49:30 GMT+0100 (CET)\
W	40.064435000	-3.143641000	621.0	3800	04	Mon Oct 28 2013 07:50:15 GMT+0100 (CET)\
W	40.064435000	-3.143642000	621.0	3803	04	Mon Oct 28 2013 07:51:00 GMT+0100 (CET)\
W	40.064435000	-3.143643000	621.0	3808	04	Mon Oct 28 2013 07:52:15 GMT+0100 (CET)\
W	40.064439000	-3.143644000	621.0	3814	04	Mon Oct 28 2013 07:53:45 GMT+0100 (CET)\
W	40.064435000	-3.143644000	621.0	3816	04	Mon Oct 28 2013 07:54:15 GMT+0100 (CET)\
W	40.064439000	-3.143644000	620.0	3817	04	Mon Oct 28 2013 07:54:30 GMT+0100 (CET)\
W	40.064439000	-3.143643000	620.0	3825	04	Mon Oct 28 2013 07:56:30 GMT+0100 (CET)\
W	40.064439000	-3.143642000	620.0	3860	04	Mon Oct 28 2013 08:04:00 GMT+0100 (CET)\
W	40.064435000	-3.143642000	620.0	3861	04	Mon Oct 28 2013 08:04:15 GMT+0100 (CET)\
W	40.064435000	-3.143641000	620.0	3866	04	Mon Oct 28 2013 08:05:30 GMT+0100 (CET)\
W	40.064435000	-3.143640000	620.0	3870	04	Mon Oct 28 2013 08:06:30 GMT+0100 (CET)\
W	40.064435000	-3.143639000	620.0	3873	04	Mon Oct 28 2013 08:07:15 GMT+0100 (CET)\
W	40.064431000	-3.143638000	620.0	3875	04	Mon Oct 28 2013 08:07:45 GMT+0100 (CET)\
W	40.064431000	-3.143637000	620.0	3878	04	Mon Oct 28 2013 08:08:30 GMT+0100 (CET)\
W	40.064427000	-3.143637000	620.0	3881	04	Mon Oct 28 2013 08:09:15 GMT+0100 (CET)\
W	40.064424000	-3.143637000	620.0	3886	04	Mon Oct 28 2013 08:10:30 GMT+0100 (CET)\
W	40.064424000	-3.143636000	620.0	3887	04	Mon Oct 28 2013 08:10:45 GMT+0100 (CET)\
W	40.064420000	-3.143636000	620.0	3891	04	Mon Oct 28 2013 08:11:45 GMT+0100 (CET)\
W	40.064416000	-3.143635000	620.0	3895	04	Mon Oct 28 2013 08:12:45 GMT+0100 (CET)\
W	40.064412000	-3.143634000	620.0	3900	04	Mon Oct 28 2013 08:14:00 GMT+0100 (CET)\
W	40.064408000	-3.143634000	620.0	3904	04	Mon Oct 28 2013 08:15:00 GMT+0100 (CET)\
W	40.064408000	-3.143633000	620.0	3905	04	Mon Oct 28 2013 08:15:15 GMT+0100 (CET)\
W	40.064408000	-3.143632000	620.0	3908	04	Mon Oct 28 2013 08:16:00 GMT+0100 (CET)\
W	40.064404000	-3.143632000	620.0	3910	04	Mon Oct 28 2013 08:16:30 GMT+0100 (CET)\
W	40.064404000	-3.143631000	620.0	3913	04	Mon Oct 28 2013 08:17:15 GMT+0100 (CET)\
W	40.064401000	-3.143631000	620.0	3917	04	Mon Oct 28 2013 08:18:15 GMT+0100 (CET)\
W	40.064401000	-3.143630000	620.0	3919	04	Mon Oct 28 2013 08:18:45 GMT+0100 (CET)\
W	40.064397000	-3.143630000	620.0	3923	04	Mon Oct 28 2013 08:19:45 GMT+0100 (CET)\
W	40.064397000	-3.143629000	620.0	3925	04	Mon Oct 28 2013 08:20:15 GMT+0100 (CET)\
W	40.064397000	-3.143630000	619.0	3928	04	Mon Oct 28 2013 08:21:00 GMT+0100 (CET)\
W	40.064397000	-3.143629000	619.0	3929	04	Mon Oct 28 2013 08:21:15 GMT+0100 (CET)\
W	40.064393000	-3.143629000	619.0	3931	04	Mon Oct 28 2013 08:21:45 GMT+0100 (CET)\
W	40.064393000	-3.143628000	619.0	3932	04	Mon Oct 28 2013 08:22:00 GMT+0100 (CET)\
W	40.064393000	-3.143627000	619.0	3939	04	Mon Oct 28 2013 08:23:45 GMT+0100 (CET)\
W	40.064393000	-3.143626000	619.0	3944	04	Mon Oct 28 2013 08:25:00 GMT+0100 (CET)\
W	40.064393000	-3.143627000	620.0	3947	04	Mon Oct 28 2013 08:25:45 GMT+0100 (CET)\
W	40.064393000	-3.143628000	620.0	3949	04	Mon Oct 28 2013 08:26:15 GMT+0100 (CET)\
W	40.064393000	-3.143629000	620.0	3951	04	Mon Oct 28 2013 08:26:45 GMT+0100 (CET)\
W	40.064397000	-3.143631000	620.0	3957	04	Mon Oct 28 2013 08:28:15 GMT+0100 (CET)\
W	40.064397000	-3.143632000	620.0	3960	04	Mon Oct 28 2013 08:29:00 GMT+0100 (CET)\
W	40.064397000	-3.143633000	620.0	3963	04	Mon Oct 28 2013 08:29:45 GMT+0100 (CET)\
W	40.064397000	-3.143634000	620.0	3967	04	Mon Oct 28 2013 08:30:45 GMT+0100 (CET)\
W	40.064397000	-3.143634000	621.0	3968	04	Mon Oct 28 2013 08:31:00 GMT+0100 (CET)\
W	40.064401000	-3.143634000	621.0	3970	04	Mon Oct 28 2013 08:31:30 GMT+0100 (CET)\
W	40.064401000	-3.143635000	621.0	3978	04	Mon Oct 28 2013 08:33:30 GMT+0100 (CET)\
W	40.064404000	-3.143635000	621.0	3980	04	Mon Oct 28 2013 08:34:00 GMT+0100 (CET)\
W	40.064404000	-3.143636000	621.0	3986	04	Mon Oct 28 2013 08:35:30 GMT+0100 (CET)\
W	40.064404000	-3.143637000	621.0	3990	04	Mon Oct 28 2013 08:36:30 GMT+0100 (CET)\
W	40.064404000	-3.143637000	622.0	3992	04	Mon Oct 28 2013 08:37:00 GMT+0100 (CET)\
W	40.064408000	-3.143637000	622.0	4002	04	Mon Oct 28 2013 08:39:30 GMT+0100 (CET)\
W	40.064408000	-3.143638000	622.0	4006	04	Mon Oct 28 2013 08:40:30 GMT+0100 (CET)\
W	40.064408000	-3.143639000	622.0	4013	04	Mon Oct 28 2013 08:42:15 GMT+0100 (CET)\
W	40.064408000	-3.143640000	622.0	4021	04	Mon Oct 28 2013 08:44:15 GMT+0100 (CET)\
W	40.064404000	-3.143633000	621.0	4035	04	Mon Oct 28 2013 08:47:45 GMT+0100 (CET)\
W	40.064404000	-3.143632000	621.0	4036	04	Mon Oct 28 2013 08:48:00 GMT+0100 (CET)\
W	40.064404000	-3.143634000	621.0	4043	04	Mon Oct 28 2013 08:49:45 GMT+0100 (CET)\
W	40.064408000	-3.143634000	621.0	4050	04	Mon Oct 28 2013 08:51:30 GMT+0100 (CET)\
W	40.064408000	-3.143633000	621.0	4053	04	Mon Oct 28 2013 08:52:15 GMT+0100 (CET)\
W	40.064412000	-3.143635000	621.0	4056	04	Mon Oct 28 2013 08:53:00 GMT+0100 (CET)\
W	40.064412000	-3.143634000	621.0	4058	04	Mon Oct 28 2013 08:53:30 GMT+0100 (CET)\
W	40.064416000	-3.143634000	622.0	4062	04	Mon Oct 28 2013 08:54:30 GMT+0100 (CET)\
W	40.064416000	-3.143633000	622.0	4065	04	Mon Oct 28 2013 08:55:15 GMT+0100 (CET)\
W	40.064416000	-3.143632000	622.0	4068	04	Mon Oct 28 2013 08:56:00 GMT+0100 (CET)\
W	40.064420000	-3.143632000	622.0	4069	04	Mon Oct 28 2013 08:56:15 GMT+0100 (CET)\
W	40.064420000	-3.143630000	622.0	4071	04	Mon Oct 28 2013 08:56:45 GMT+0100 (CET)\
W	40.064420000	-3.143629000	622.0	4073	04	Mon Oct 28 2013 08:57:15 GMT+0100 (CET)\
W	40.064420000	-3.143628000	622.0	4075	04	Mon Oct 28 2013 08:57:45 GMT+0100 (CET)\
W	40.064420000	-3.143627000	622.0	4076	04	Mon Oct 28 2013 08:58:00 GMT+0100 (CET)\
W	40.064420000	-3.143626000	622.0	4077	04	Mon Oct 28 2013 08:58:15 GMT+0100 (CET)\
W	40.064420000	-3.143625000	622.0	4078	04	Mon Oct 28 2013 08:58:30 GMT+0100 (CET)\
W	40.064420000	-3.143624000	622.0	4079	04	Mon Oct 28 2013 08:58:45 GMT+0100 (CET)\
W	40.064420000	-3.143623000	623.0	4081	04	Mon Oct 28 2013 08:59:15 GMT+0100 (CET)\
W	40.064420000	-3.143622000	623.0	4082	04	Mon Oct 28 2013 08:59:30 GMT+0100 (CET)\
W	40.064420000	-3.143621000	623.0	4084	04	Mon Oct 28 2013 09:00:00 GMT+0100 (CET)\
W	40.064420000	-3.143621000	624.0	4087	04	Mon Oct 28 2013 09:00:45 GMT+0100 (CET)\
W	40.064420000	-3.143620000	624.0	4089	04	Mon Oct 28 2013 09:01:15 GMT+0100 (CET)\
W	40.064420000	-3.143619000	624.0	4091	04	Mon Oct 28 2013 09:01:45 GMT+0100 (CET)\
W	40.064420000	-3.143618000	624.0	4094	04	Mon Oct 28 2013 09:02:30 GMT+0100 (CET)\
W	40.064420000	-3.143617000	624.0	4102	04	Mon Oct 28 2013 09:03:15 GMT+0100 (CET)\
W	40.064420000	-3.143616000	624.0	4104	04	Mon Oct 28 2013 09:03:45 GMT+0100 (CET)\
W	40.064420000	-3.143615000	624.0	4108	04	Mon Oct 28 2013 09:04:45 GMT+0100 (CET)\
W	40.064420000	-3.143614000	624.0	4111	04	Mon Oct 28 2013 09:05:30 GMT+0100 (CET)\
W	40.064420000	-3.143613000	624.0	4114	04	Mon Oct 28 2013 09:06:15 GMT+0100 (CET)\
W	40.064424000	-3.143611000	625.0	4123	04	Mon Oct 28 2013 09:08:30 GMT+0100 (CET)\
W	40.064424000	-3.143610000	625.0	4124	04	Mon Oct 28 2013 09:08:45 GMT+0100 (CET)\
W	40.064424000	-3.143609000	625.0	4128	04	Mon Oct 28 2013 09:09:45 GMT+0100 (CET)\
W	40.064424000	-3.143608000	625.0	4131	04	Mon Oct 28 2013 09:10:30 GMT+0100 (CET)\
W	40.064424000	-3.143607000	625.0	4136	04	Mon Oct 28 2013 09:11:45 GMT+0100 (CET)\
W	40.064424000	-3.143606000	625.0	4141	04	Mon Oct 28 2013 09:13:00 GMT+0100 (CET)\
W	40.064424000	-3.143605000	625.0	4145	04	Mon Oct 28 2013 09:14:00 GMT+0100 (CET)\
W	40.064424000	-3.143604000	625.0	4148	04	Mon Oct 28 2013 09:14:45 GMT+0100 (CET)\
W	40.064424000	-3.143603000	625.0	4152	04	Mon Oct 28 2013 09:15:45 GMT+0100 (CET)\
W	40.064424000	-3.143603000	626.0	4153	04	Mon Oct 28 2013 09:16:00 GMT+0100 (CET)\
W	40.064424000	-3.143602000	626.0	4158	04	Mon Oct 28 2013 09:17:15 GMT+0100 (CET)\
W	40.064424000	-3.143601000	626.0	4161	04	Mon Oct 28 2013 09:18:00 GMT+0100 (CET)\
W	40.064427000	-3.143601000	626.0	4162	04	Mon Oct 28 2013 09:18:15 GMT+0100 (CET)\
W	40.064427000	-3.143600000	626.0	4165	04	Mon Oct 28 2013 09:19:00 GMT+0100 (CET)\
W	40.064427000	-3.143599000	626.0	4169	04	Mon Oct 28 2013 09:20:00 GMT+0100 (CET)\
W	40.064427000	-3.143598000	626.0	4173	04	Mon Oct 28 2013 09:21:00 GMT+0100 (CET)\
W	40.064427000	-3.143597000	626.0	4179	04	Mon Oct 28 2013 09:22:30 GMT+0100 (CET)\
W	40.064427000	-3.143595000	627.0	4188	04	Mon Oct 28 2013 09:24:45 GMT+0100 (CET)\
W	40.064427000	-3.143594000	627.0	4192	04	Mon Oct 28 2013 09:25:45 GMT+0100 (CET)\
W	40.064427000	-3.143593000	627.0	4197	04	Mon Oct 28 2013 09:27:00 GMT+0100 (CET)\
W	40.064427000	-3.143592000	627.0	4201	04	Mon Oct 28 2013 09:28:00 GMT+0100 (CET)\
W	40.064431000	-3.143592000	628.0	4202	04	Mon Oct 28 2013 09:28:15 GMT+0100 (CET)\
W	40.064431000	-3.143591000	628.0	4206	04	Mon Oct 28 2013 09:29:15 GMT+0100 (CET)\
W	40.064431000	-3.143590000	628.0	4209	04	Mon Oct 28 2013 09:30:00 GMT+0100 (CET)\
W	40.064431000	-3.143589000	628.0	4213	04	Mon Oct 28 2013 09:31:00 GMT+0100 (CET)\
W	40.064431000	-3.143588000	628.0	4216	04	Mon Oct 28 2013 09:31:45 GMT+0100 (CET)\
W	40.064431000	-3.143588000	629.0	4217	04	Mon Oct 28 2013 09:32:00 GMT+0100 (CET)\
W	40.064431000	-3.143587000	629.0	4219	04	Mon Oct 28 2013 09:32:30 GMT+0100 (CET)\
W	40.064431000	-3.143586000	629.0	4224	04	Mon Oct 28 2013 09:33:45 GMT+0100 (CET)\
W	40.064431000	-3.143585000	629.0	4227	04	Mon Oct 28 2013 09:34:30 GMT+0100 (CET)\
W	40.064431000	-3.143584000	629.0	4230	04	Mon Oct 28 2013 09:35:15 GMT+0100 (CET)\
W	40.064431000	-3.143583000	629.0	4234	04	Mon Oct 28 2013 09:36:15 GMT+0100 (CET)\
W	40.064431000	-3.143582000	629.0	4237	04	Mon Oct 28 2013 09:37:00 GMT+0100 (CET)\
W	40.064431000	-3.143583000	630.0	4244	04	Mon Oct 28 2013 09:38:45 GMT+0100 (CET)\
W	40.064431000	-3.143584000	630.0	4249	04	Mon Oct 28 2013 09:40:00 GMT+0100 (CET)\
W	40.064431000	-3.143585000	630.0	4260	04	Mon Oct 28 2013 09:42:45 GMT+0100 (CET)\
W	40.064431000	-3.143585000	631.0	4269	04	Mon Oct 28 2013 09:45:00 GMT+0100 (CET)\
W	40.064427000	-3.143585000	631.0	4284	04	Mon Oct 28 2013 09:48:45 GMT+0100 (CET)\
W	40.064427000	-3.143585000	632.0	4293	04	Mon Oct 28 2013 09:51:00 GMT+0100 (CET)\
W	40.064427000	-3.143586000	632.0	4298	04	Mon Oct 28 2013 09:52:15 GMT+0100 (CET)\
W	40.064427000	-3.143587000	632.0	4311	04	Mon Oct 28 2013 09:55:30 GMT+0100 (CET)\
W	40.064427000	-3.143587000	633.0	4315	04	Mon Oct 28 2013 09:56:30 GMT+0100 (CET)\
W	40.064427000	-3.143588000	633.0	4323	04	Mon Oct 28 2013 09:58:30 GMT+0100 (CET)\
W	40.064427000	-3.143589000	633.0	4337	04	Mon Oct 28 2013 10:02:00 GMT+0100 (CET)\
W	40.064427000	-3.143589000	634.0	4339	04	Mon Oct 28 2013 10:02:30 GMT+0100 (CET)\
W	40.064427000	-3.143590000	634.0	4357	04	Mon Oct 28 2013 10:05:45 GMT+0100 (CET)\
W	40.064427000	-3.143591000	634.0	4366	04	Mon Oct 28 2013 10:08:00 GMT+0100 (CET)\
W	40.064424000	-3.143591000	634.0	4371	04	Mon Oct 28 2013 10:09:15 GMT+0100 (CET)\
W	40.064424000	-3.143591000	635.0	4373	04	Mon Oct 28 2013 10:09:45 GMT+0100 (CET)\
W	40.064424000	-3.143592000	635.0	4376	04	Mon Oct 28 2013 10:10:30 GMT+0100 (CET)\
W	40.064424000	-3.143593000	635.0	4386	04	Mon Oct 28 2013 10:13:00 GMT+0100 (CET)\
W	40.064424000	-3.143594000	635.0	4393	04	Mon Oct 28 2013 10:14:45 GMT+0100 (CET)\
W	40.064424000	-3.143595000	635.0	4400	04	Mon Oct 28 2013 10:16:30 GMT+0100 (CET)\
W	40.064420000	-3.143595000	635.0	4401	04	Mon Oct 28 2013 10:16:45 GMT+0100 (CET)\
W	40.064420000	-3.143595000	636.0	4403	04	Mon Oct 28 2013 10:17:15 GMT+0100 (CET)\
W	40.064420000	-3.143596000	636.0	4408	04	Mon Oct 28 2013 10:18:30 GMT+0100 (CET)\
W	40.064416000	-3.143597000	636.0	4416	04	Mon Oct 28 2013 10:20:30 GMT+0100 (CET)\
W	40.064416000	-3.143596000	636.0	4418	04	Mon Oct 28 2013 10:21:00 GMT+0100 (CET)\
W	40.064416000	-3.143595000	636.0	4426	04	Mon Oct 28 2013 10:23:00 GMT+0100 (CET)\
W	40.064416000	-3.143594000	636.0	4433	04	Mon Oct 28 2013 10:24:45 GMT+0100 (CET)\
W	40.064416000	-3.143593000	636.0	4441	04	Mon Oct 28 2013 10:26:45 GMT+0100 (CET)\
W	40.064412000	-3.143593000	636.0	4448	04	Mon Oct 28 2013 10:28:30 GMT+0100 (CET)\
W	40.064412000	-3.143592000	636.0	4453	04	Mon Oct 28 2013 10:29:45 GMT+0100 (CET)\
W	40.064412000	-3.143591000	636.0	4472	04	Mon Oct 28 2013 10:34:30 GMT+0100 (CET)\
W	40.064408000	-3.143591000	636.0	4477	04	Mon Oct 28 2013 10:35:45 GMT+0100 (CET)\
W	40.064408000	-3.143592000	636.0	4491	04	Mon Oct 28 2013 10:39:15 GMT+0100 (CET)\
W	40.064404000	-3.143593000	636.0	4496	04	Mon Oct 28 2013 10:40:30 GMT+0100 (CET)\
W	40.064404000	-3.143594000	636.0	4499	04	Mon Oct 28 2013 10:41:15 GMT+0100 (CET)\
W	40.064404000	-3.143595000	636.0	4501	04	Mon Oct 28 2013 10:41:45 GMT+0100 (CET)\
W	40.064404000	-3.143596000	636.0	4505	04	Mon Oct 28 2013 10:42:45 GMT+0100 (CET)\
W	40.064404000	-3.143597000	636.0	4508	04	Mon Oct 28 2013 10:43:30 GMT+0100 (CET)\
W	40.064401000	-3.143597000	636.0	4509	04	Mon Oct 28 2013 10:43:45 GMT+0100 (CET)\
W	40.064401000	-3.143598000	636.0	4511	04	Mon Oct 28 2013 10:44:15 GMT+0100 (CET)\
W	40.064401000	-3.143599000	637.0	4514	04	Mon Oct 28 2013 10:45:00 GMT+0100 (CET)\
W	40.064401000	-3.143600000	637.0	4518	04	Mon Oct 28 2013 10:46:00 GMT+0100 (CET)\
W	40.064401000	-3.143601000	637.0	4521	04	Mon Oct 28 2013 10:46:45 GMT+0100 (CET)\
W	40.064397000	-3.143601000	637.0	4523	04	Mon Oct 28 2013 10:47:15 GMT+0100 (CET)\
W	40.064397000	-3.143602000	637.0	4525	04	Mon Oct 28 2013 10:47:45 GMT+0100 (CET)\
W	40.064397000	-3.143603000	637.0	4528	04	Mon Oct 28 2013 10:48:30 GMT+0100 (CET)\
W	40.064397000	-3.143604000	637.0	4532	04	Mon Oct 28 2013 10:49:30 GMT+0100 (CET)\
W	40.064397000	-3.143605000	637.0	4536	04	Mon Oct 28 2013 10:50:30 GMT+0100 (CET)\
W	40.064393000	-3.143605000	637.0	4539	04	Mon Oct 28 2013 10:51:15 GMT+0100 (CET)\
W	40.064393000	-3.143606000	637.0	4541	04	Mon Oct 28 2013 10:51:45 GMT+0100 (CET)\
W	40.064393000	-3.143607000	637.0	4545	04	Mon Oct 28 2013 10:52:45 GMT+0100 (CET)\
W	40.064393000	-3.143608000	637.0	4549	04	Mon Oct 28 2013 10:53:45 GMT+0100 (CET)\
W	40.064393000	-3.143609000	637.0	4555	04	Mon Oct 28 2013 10:55:15 GMT+0100 (CET)\
W	40.064393000	-3.143609000	638.0	4557	04	Mon Oct 28 2013 10:55:45 GMT+0100 (CET)\
W	40.064393000	-3.143610000	638.0	4561	04	Mon Oct 28 2013 10:56:45 GMT+0100 (CET)\
W	40.064393000	-3.143611000	638.0	4568	04	Mon Oct 28 2013 10:58:30 GMT+0100 (CET)\
W	40.064393000	-3.143612000	638.0	4578	04	Mon Oct 28 2013 11:01:00 GMT+0100 (CET)\
W	40.064397000	-3.143612000	638.0	4586	04	Mon Oct 28 2013 11:03:00 GMT+0100 (CET)\
W	40.064412000	-3.143612000	636.0	4587	04	Mon Oct 28 2013 11:03:15 GMT+0100 (CET)\
W	40.064412000	-3.143613000	636.0	4588	04	Mon Oct 28 2013 11:03:30 GMT+0100 (CET)\
W	40.064416000	-3.143617000	632.0	4589	04	Mon Oct 28 2013 11:03:45 GMT+0100 (CET)\
W	40.064427000	-3.143619000	628.0	4590	04	Mon Oct 28 2013 11:04:00 GMT+0100 (CET)\
W	40.064435000	-3.143622000	624.0	4591	04	Mon Oct 28 2013 11:04:15 GMT+0100 (CET)\
