Hola compañeros,

En este correo os envío los datos tomados por nuestra sonda.
Os envío "el bruto" en un archivo .txt 

Formato:

$Datos,n, humidity [%],Ext Temp [ºC], Int Tem [ºC],Pressure [KPa],Z 

Eg: $Datos,1,46,22,20,89,Z

En este ejemplo, estaríamos viendo los datos de la muestra número "1". Comprobamos que había un 46% de Humedad relativa, una temperatura exterior de 22ºC y una interior de 20ºC, con una presión de 89KPa.

Como podéis comprobar los dos termómetros no están del todo "calibrados/sincronizados". Son de diferente tipo y hay fluctuaciones entre ambos. A lo mejor se pueden hacer algún pequeño algoritmo de corrección que añada un OFFSET (en teoría, durante las primeras tomas, ambos dos deberían encontrarse al mismo valor) para poder comparar las medidas a lo largo del vuelo.

$Datos,1333, 99,7,14,88,Z
$Datos,1334, 99,7,13,88,Z
$Datos,1335, 99,7,13,88,Z
$Datos,1336, 99,7,13,88,Z
$Datos,1337, 99,7,13,88,Z
$Datos,1338, 99,7,13,88,Z
$Datos,1339, 99,7,13,88,Z
$Datos,1340, 99,7,13,88,Z
$Datos,1341, 99,7,13,88,Z
$Datos,1342, 99,7,13,88,Z
$Datos,1343, 99,7,12,88,Z
$Datos,1344, 99,7,13,88,Z
$Datos,1345, 99,7,12,88,Z
$Datos,1346, 99,7,13,88,Z
$Datos,1347, 99,7,13,88,Z
$Datos,1348, 99,7,13,88,Z
$Datos,1349, 99,7,13,88,Z
$Datos,1350, 99,7,13,88,Z
$Datos,1351, 99,7,13,88,Z
$Datos,1352, 99,7,13,88,Z
$Datos,1353, 99,7,13,88,Z
$Datos,1354, 99,7,13,88,Z
$Datos,1355, 99,7,13,88,Z
$Datos,1356, 99,7,13,88,Z
$Datos,1357, 99,7,14,88,Z
$Datos,1358, 99,7,13,88,Z
$Datos,1359, 99,7,13,88,Z
$Datos,1360, 99,7,13,88,Z
$Datos,1361, 99,7,13,88,Z
$Datos,1362, 99,7,13,88,Z
$Datos,1363, 99,7,12,88,Z
$Datos,1364, 99,7,13,88,Z
$Datos,1365, 99,7,13,88,Z
$Datos,1366, 99,7,12,88,Z
$Datos,1367, 99,7,13,88,Z
$Datos,1368, 99,7,13,88,Z
$Datos,1369, 99,7,13,88,Z
$Datos,1370, 99,7,13,88,Z
$Datos,1371, 99,7,13,88,Z
$Datos,1372, 99,7,13,88,Z
$Datos,1373, 99,7,13,88,Z
$Datos,1374, 99,7,13,88,Z
$Datos,1375, 99,7,12,88,Z
$Datos,1376, 99,7,13,88,Z
$Datos,1377, 99,7,13,88,Z
$Datos,1378, 99,7,13,88,Z
$Datos,1379, 99,7,13,88,Z
$Datos,1380, 99,7,13,88,Z
$Datos,1381, 99,7,13,88,Z
$Datos,1382, 99,7,13,88,Z
$Datos,1383, 99,7,13,88,Z
$Datos,1384, 99,7,12,88,Z
$Datos,1385, 99,7,13,88,Z
$Datos,1386, 99,7,12,88,Z
$Datos,1387, 99,7,13,88,Z
$Datos,1388, 99,7,12,88,Z
$Datos,1389, 99,7,13,88,Z
$Datos,1390, 99,7,13,88,Z
$Datos,1391, 99,7,12,88,Z
$Datos,1392, 99,7,13,88,Z
$Datos,1393, 99,7,13,88,Z
$Datos,1394, 99,7,13,88,Z
$Datos,1395, 99,7,13,88,Z
$Datos,1396, 99,7,13,88,Z
$Datos,1397, 99,7,13,88,Z
$Datos,1398, 99,7,13,88,Z
$Datos,1399, 99,7,13,88,Z
$Datos,1400, 99,7,13,88,Z
$Datos,1401, 99,7,13,88,Z
$Datos,1402, 99,7,13,88,Z
$Datos,1403, 99,7,13,88,Z
$Datos,1404, 99,7,13,88,Z
$Datos,1405, 99,7,13,88,Z
$Datos,1406, 99,7,12,88,Z
$Datos,1407, 99,7,13,88,Z
$Datos,1408, 99,7,13,88,Z
$Datos,1409, 99,7,13,88,Z
$Datos,1410, 99,7,13,88,Z
$Datos,1411, 99,7,13,88,Z
$Datos,1412, 99,7,13,88,Z
$Datos,1413, 99,7,13,88,Z
$Datos,1414, 99,7,13,88,Z
$Datos,1415, 99,7,12,88,Z
$Datos,1416, 99,7,13,88,Z
$Datos,1417, 99,7,13,88,Z
$Datos,1418, 99,7,13,88,Z
$Datos,1419, 99,7,13,88,Z
$Datos,1420, 99,7,13,88,Z
$Datos,1421, 99,7,13,88,Z
$Datos,1422, 99,7,13,88,Z
$Datos,1423, 99,7,13,88,Z
$Datos,1424, 99,7,13,88,Z
$Datos,1425, 99,7,12,88,Z
$Datos,1426, 99,7,13,88,Z
$Datos,1427, 99,7,13,88,Z
$Datos,1428, 99,7,14,88,Z
$Datos,1429, 99,7,13,88,Z
$Datos,1430, 99,7,13,88,Z
$Datos,1431, 99,7,13,88,Z
$Datos,1432, 99,7,13,88,Z
$Datos,1433, 99,7,12,88,Z
$Datos,1434, 99,7,13,88,Z
$Datos,1435, 99,7,13,88,Z
$Datos,1436, 99,7,12,88,Z
$Datos,1437, 99,7,13,88,Z
$Datos,1438, 99,7,13,88,Z
$Datos,1439, 99,7,13,88,Z
$Datos,1440, 99,7,13,88,Z
$Datos,1441, 99,7,13,88,Z
$Datos,1442, 99,7,13,88,Z
$Datos,1443, 99,7,13,88,Z
$Datos,1444, 99,7,13,88,Z
$Datos,1445, 99,7,13,88,Z
$Datos,1446, 99,7,13,88,Z
$Datos,1447, 99,7,12,88,Z
$Datos,1448, 99,7,13,88,Z
$Datos,1449, 99,7,13,88,Z
$Datos,1450, 99,7,13,88,Z
$Datos,1451, 99,7,13,88,Z
$Datos,1452, 99,7,13,88,Z
$Datos,1453, 99,7,13,88,Z
$Datos,1454, 99,7,13,88,Z
$Datos,1455, 99,7,13,88,Z
$Datos,1456, 99,7,12,88,Z
$Datos,1457, 99,7,12,88,Z
$Datos,1458, 99,7,13,88,Z
$Datos,1459, 99,7,12,88,Z
$Datos,1460, 99,7,12,88,Z
$Datos,1461, 99,7,13,88,Z
$Datos,1462, 99,7,12,88,Z
$Datos,1463, 99,7,12,88,Z
$Datos,1464, 99,7,13,88,Z
$Datos,1465, 99,7,12,88,Z
$Datos,1466, 99,7,13,88,Z
$Datos,1467, 99,7,13,88,Z
$Datos,1468, 99,7,13,88,Z
$Datos,1469, 99,7,13,88,Z
$Datos,1470, 99,7,13,88,Z
$Datos,1471, 99,7,12,88,Z
$Datos,1472, 99,7,12,88,Z
$Datos,1473, 99,7,13,88,Z
$Datos,1474, 99,7,13,88,Z
$Datos,1475, 99,7,13,88,Z
$Datos,1476, 99,7,13,88,Z
$Datos,1477, 99,7,13,88,Z
$Datos,1478, 99,7,13,88,Z
$Datos,1479, 99,7,13,88,Z
$Datos,1480, 99,7,13,88,Z
$Datos,1481, 99,7,12,88,Z
$Datos,1482, 99,7,13,88,Z
$Datos,1483, 99,7,13,88,Z
$Datos,1484, 99,7,13,88,Z
$Datos,1485, 99,7,12,88,Z
$Datos,1486, 99,7,12,88,Z
$Datos,1487, 99,7,12,88,Z
$Datos,1488, 99,7,13,88,Z
$Datos,1489, 99,7,13,88,Z
$Datos,1490, 99,7,13,88,Z
$Datos,1491, 99,7,12,88,Z
$Datos,1492, 99,7,13,88,Z
$Datos,1493, 99,7,12,88,Z
$Datos,1494, 99,7,12,88,Z
$Datos,1495, 99,7,13,88,Z
$Datos,1496, 99,7,12,88,Z
$Datos,1497, 99,7,13,88,Z
$Datos,1498, 99,7,13,88,Z
$Datos,1499, 99,7,12,88,Z
$Datos,1500, 99,7,12,88,Z
$Datos,1501, 99,7,13,88,Z
$Datos,1502, 99,7,12,88,Z
$Datos,1503, 99,7,13,88,Z
$Datos,1504, 99,7,12,88,Z
$Datos,1505, 99,7,12,88,Z
$Datos,1506, 99,7,12,88,Z
$Datos,1507, 99,7,13,88,Z
$Datos,1508, 99,7,13,88,Z
$Datos,1509, 99,7,12,88,Z
$Datos,1510, 99,7,12,88,Z
$Datos,1511, 99,7,12,88,Z
$Datos,1512, 99,7,12,88,Z
$Datos,1513, 99,7,12,88,Z
$Datos,1514, 99,7,12,88,Z
$Datos,1515, 99,7,12,88,Z
$Datos,1516, 99,7,12,88,Z
$Datos,1517, 99,7,12,88,Z
$Datos,1518, 99,7,12,88,Z
$Datos,1519, 99,7,12,88,Z
$Datos,1520, 99,7,12,88,Z
$Datos,1521, 99,7,12,88,Z
$Datos,1522, 99,7,12,88,Z
$Datos,1523, 99,7,12,88,Z
$Datos,1524, 99,7,12,88,Z
$Datos,1525, 99,7,12,88,Z
$Datos,1526, 99,7,12,88,Z
$Datos,1527, 99,7,12,88,Z
$Datos,1528, 99,7,12,88,Z
$Datos,1529, 99,7,12,88,Z
$Datos,1530, 99,7,12,88,Z
$Datos,1531, 99,7,12,88,Z
$Datos,1532, 99,7,12,88,Z
$Datos,1533, 99,7,12,88,Z
$Datos,1534, 99,7,12,88,Z
$Datos,1535, 99,7,12,88,Z
$Datos,1536, 99,7,12,88,Z
$Datos,1537, 99,7,12,88,Z
$Datos,1538, 99,7,12,88,Z
$Datos,1539, 99,7,12,88,Z
$Datos,1540, 99,7,12,88,Z
$Datos,1541, 99,7,12,88,Z
$Datos,1542, 99,7,12,88,Z
$Datos,1543, 99,7,12,88,Z
$Datos,1544, 99,7,12,88,Z
$Datos,1545, 99,7,12,88,Z
$Datos,1546, 99,7,12,88,Z
$Datos,1547, 99,7,12,88,Z
$Datos,1548, 99,7,12,88,Z
$Datos,1549, 99,7,12,88,Z
$Datos,1550, 99,7,12,88,Z
$Datos,1551, 99,7,11,88,Z
$Datos,1552, 99,7,11,88,Z
$Datos,1553, 99,7,11,88,Z
$Datos,1554, 99,7,12,88,Z
$Datos,1555, 99,7,12,88,Z
$Datos,1556, 99,7,11,88,Z
$Datos,1557, 99,7,12,88,Z
$Datos,1558, 99,7,12,88,Z
$Datos,1559, 99,7,12,88,Z
$Datos,1560, 99,7,12,88,Z
$Datos,1561, 99,7,12,88,Z
$Datos,1562, 99,7,11,88,Z
$Datos,1563, 99,7,12,88,Z
$Datos,1564, 99,7,12,88,Z
$Datos,1565, 99,7,12,88,Z
$Datos,1566, 99,7,12,88,Z
$Datos,1567, 99,7,12,88,Z
$Datos,1568, 99,7,11,88,Z
$Datos,1569, 99,7,12,88,Z
$Datos,1570, 99,7,11,88,Z
$Datos,1571, 99,7,11,88,Z
$Datos,1572, 99,7,11,88,Z
$Datos,1573, 99,7,12,88,Z
$Datos,1574, 99,7,11,88,Z
$Datos,1575, 99,7,11,88,Z
$Datos,1576, 99,7,11,88,Z
$Datos,1577, 99,7,11,88,Z
$Datos,1578, 99,7,12,88,Z
$Datos,1579, 99,7,11,88,Z
$Datos,1580, 99,7,11,88,Z
$Datos,1581, 99,7,11,88,Z
$Datos,1582, 99,7,11,88,Z
$Datos,1583, 99,7,12,88,Z
$Datos,1584, 99,7,11,88,Z
$Datos,1585, 99,7,11,88,Z
$Datos,1586, 99,7,11,88,Z
$Datos,1587, 99,7,12,88,Z
$Datos,1588, 99,7,12,88,Z
$Datos,1589, 99,7,11,88,Z
$Datos,1590, 99,7,11,88,Z
$Datos,1591, 99,7,11,88,Z
$Datos,1592, 99,7,11,88,Z
$Datos,1593, 99,7,11,88,Z
$Datos,1594, 99,7,11,88,Z
$Datos,1595, 99,7,11,88,Z
$Datos,1596, 99,7,11,88,Z
$Datos,1597, 99,7,11,88,Z
$Datos,1598, 99,7,11,88,Z
$Datos,1599, 99,7,11,88,Z
$Datos,1600, 99,7,11,88,Z
$Datos,1601, 99,7,11,88,Z
$Datos,1602, 99,7,11,88,Z
$Datos,1603, 99,7,11,88,Z
$Datos,1604, 99,7,11,88,Z
$Datos,1605, 99,7,10,88,Z
$Datos,1606, 99,7,10,88,Z
$Datos,1607, 99,7,10,88,Z
$Datos,1608, 99,7,11,88,Z
$Datos,1609, 99,7,11,88,Z
$Datos,1610, 99,7,11,88,Z
$Datos,1611, 99,7,11,88,Z
$Datos,1612, 99,7,11,88,Z
$Datos,1613, 99,7,10,88,Z
$Datos,1614, 99,7,11,88,Z
$Datos,1615, 99,7,10,88,Z
$Datos,1616, 99,7,11,88,Z
$Datos,1617, 99,7,11,88,Z
$Datos,1618, 99,7,11,88,Z
$Datos,1619, 99,7,11,88,Z
$Datos,1620, 99,7,11,88,Z
$Datos,1621, 99,7,11,88,Z
$Datos,1622, 99,7,11,88,Z
$Datos,1623, 99,7,11,88,Z
$Datos,1624, 99,7,11,88,Z
$Datos,1625, 99,7,10,88,Z
$Datos,1626, 99,7,10,88,Z
$Datos,1627, 99,7,10,88,Z
$Datos,1628, 99,7,11,88,Z
$Datos,1629, 99,7,10,88,Z
$Datos,1630, 99,7,10,88,Z
$Datos,1631, 99,7,11,88,Z
$Datos,1632, 99,7,11,88,Z
$Datos,1633, 99,7,11,88,Z
$Datos,1634, 99,7,10,88,Z
$Datos,1635, 99,7,11,88,Z
$Datos,1636, 99,7,10,88,Z
$Datos,1637, 99,7,11,88,Z
$Datos,1638, 99,7,10,88,Z
$Datos,1639, 99,7,10,88,Z
$Datos,1640, 99,7,10,88,Z
$Datos,1641, 99,7,10,88,Z
$Datos,1642, 99,7,11,88,Z
$Datos,1643, 99,7,10,88,Z
$Datos,1644, 99,7,10,88,Z
$Datos,1645, 99,7,10,88,Z
$Datos,1646, 99,7,11,88,Z
$Datos,1647, 99,7,10,88,Z
$Datos,1648, 99,7,11,88,Z
$Datos,1649, 99,7,10,88,Z
$Datos,1650, 99,7,11,88,Z
$Datos,1651, 99,7,10,88,Z
$Datos,1652, 99,7,11,88,Z
$Datos,1653, 99,7,10,88,Z
$Datos,1654, 99,7,10,88,Z
$Datos,1655, 99,7,10,88,Z
$Datos,1656, 99,7,10,88,Z
$Datos,1657, 99,7,10,88,Z
$Datos,1658, 99,7,11,88,Z
$Datos,1659, 99,7,10,88,Z
$Datos,1660, 99,7,10,88,Z
$Datos,1661, 99,7,11,88,Z
$Datos,1662, 99,7,10,88,Z
$Datos,1663, 99,7,10,88,Z
$Datos,1664, 99,7,10,88,Z
$Datos,1665, 99,7,10,88,Z
$Datos,1666, 99,7,10,88,Z
$Datos,1667, 99,7,11,88,Z
$Datos,1668, 99,7,10,88,Z
$Datos,1669, 99,7,10,88,Z
$Datos,1670, 99,7,11,88,Z
$Datos,1671, 99,7,9,88,Z
$Datos,1672, 99,7,10,88,Z
$Datos,1673, 99,7,10,88,Z
$Datos,1674, 99,7,10,88,Z
$Datos,1675, 99,7,10,88,Z
$Datos,1676, 99,7,10,88,Z
$Datos,1677, 99,7,10,88,Z
$Datos,1678, 99,7,10,88,Z
$Datos,1679, 99,7,10,88,Z
$Datos,1680, 99,7,10,88,Z
$Datos,1681, 99,7,10,88,Z
$Datos,1682, 99,7,9,88,Z
$Datos,1683, 99,7,10,88,Z
$Datos,1684, 99,7,11,88,Z
$Datos,1685, 99,7,10,88,Z
$Datos,1686, 99,7,10,88,Z
$Datos,1687, 99,7,10,88,Z
$Datos,1688, 99,7,9,88,Z
$Datos,1689, 99,7,10,88,Z
$Datos,1690, 99,7,10,88,Z
$Datos,1691, 99,7,10,88,Z
$Datos,1692, 99,7,10,88,Z
$Datos,1693, 99,7,10,88,Z
$Datos,1694, 99,7,10,88,Z
$Datos,1695, 99,7,10,88,Z
$Datos,1696, 99,7,9,88,Z
$Datos,1697, 99,7,10,88,Z
$Datos,1698, 99,7,10,88,Z
$Datos,1699, 99,7,10,88,Z
$Datos,1700, 99,7,10,88,Z
$Datos,1701, 99,7,10,88,Z
$Datos,1702, 99,7,10,88,Z
$Datos,1703, 99,7,10,88,Z
$Datos,1704, 99,7,10,88,Z
$Datos,1705, 99,7,10,88,Z
$Datos,1706, 99,7,10,88,Z
$Datos,1707, 99,7,10,88,Z
$Datos,1708, 99,7,10,88,Z
$Datos,1709, 99,7,9,88,Z
$Datos,1710, 99,7,10,88,Z
$Datos,1711, 99,7,9,88,Z
$Datos,1712, 99,7,9,88,Z
$Datos,1713, 99,7,10,88,Z
$Datos,1714, 99,7,10,88,Z
$Datos,1715, 99,7,9,88,Z
$Datos,1716, 99,7,10,88,Z
$Datos,1717, 99,7,10,88,Z
$Datos,1718, 99,7,10,88,Z
$Datos,1719, 99,7,10,88,Z
$Datos,1720, 99,7,10,88,Z
$Datos,1721, 99,7,10,88,Z
$Datos,1722, 99,7,9,88,Z
$Datos,1723, 99,7,9,88,Z
$Datos,1724, 99,7,10,88,Z
$Datos,1725, 99,7,10,88,Z
$Datos,1726, 99,7,9,88,Z
$Datos,1727, 99,7,10,88,Z
$Datos,1728, 99,7,10,88,Z
$Datos,1729, 99,7,10,88,Z
$Datos,1730, 99,7,10,88,Z
$Datos,1731, 99,7,9,88,Z
$Datos,1732, 99,7,9,88,Z
$Datos,1733, 99,7,10,88,Z
$Datos,1734, 99,7,9,88,Z
$Datos,1735, 99,7,9,88,Z
$Datos,1736, 99,7,9,88,Z
$Datos,1737, 99,7,9,88,Z
$Datos,1738, 99,7,9,88,Z
$Datos,1739, 99,7,10,88,Z
$Datos,1740, 99,7,9,88,Z
$Datos,1741, 99,7,10,88,Z
$Datos,1742, 99,7,10,88,Z
$Datos,1743, 99,7,9,88,Z
$Datos,1744, 99,7,10,88,Z
$Datos,1745, 99,7,9,88,Z
$Datos,1746, 99,7,10,88,Z
$Datos,1747, 99,7,10,88,Z
$Datos,1748, 99,7,10,88,Z
$Datos,1749, 99,7,10,88,Z
$Datos,1750, 99,7,10,88,Z
$Datos,1751, 99,7,10,88,Z
$Datos,1752, 99,7,9,88,Z
$Datos,1753, 99,7,10,88,Z
$Datos,1754, 99,7,9,88,Z
$Datos,1755, 99,7,10,88,Z
$Datos,1756, 99,7,10,88,Z
$Datos,1757, 99,7,9,88,Z
$Datos,1758, 99,7,9,88,Z
$Datos,1759, 99,7,9,88,Z
$Datos,1760, 99,7,10,88,Z
$Datos,1761, 99,7,10,88,Z
$Datos,1762, 99,7,10,88,Z
$Datos,1763, 99,7,10,88,Z
$Datos,1764, 99,7,9,88,Z
$Datos,1765, 99,7,9,88,Z
$Datos,1766, 99,7,9,88,Z
$Datos,1767, 99,7,9,88,Z
$Datos,1768, 99,7,9,88,Z
$Datos,1769, 99,7,9,88,Z
$Datos,1770, 99,7,10,88,Z
$Datos,1771, 99,7,9,88,Z
$Datos,1772, 99,7,9,88,Z
$Datos,1773, 99,7,10,88,Z
$Datos,1774, 99,7,10,88,Z
$Datos,1775, 99,7,9,88,Z
$Datos,1776, 99,7,9,88,Z
$Datos,1777, 99,7,10,88,Z
$Datos,1778, 99,7,9,88,Z
$Datos,1779, 99,7,10,88,Z
$Datos,1780, 99,7,9,88,Z
$Datos,1781, 99,7,9,88,Z
$Datos,1782, 99,7,9,88,Z
$Datos,1783, 99,7,9,88,Z
$Datos,1784, 99,7,10,88,Z
$Datos,1785, 99,7,10,88,Z
$Datos,1786, 99,7,9,88,Z
$Datos,1787, 99,7,9,88,Z
$Datos,1788, 99,7,9,88,Z
$Datos,1789, 99,7,9,88,Z
$Datos,1790, 99,7,10,88,Z
$Datos,1791, 99,7,10,88,Z
$Datos,1792, 99,7,9,88,Z
$Datos,1793, 99,7,9,88,Z
$Datos,1794, 99,7,9,88,Z
$Datos,1795, 99,7,9,88,Z
$Datos,1796, 99,7,9,88,Z
$Datos,1797, 99,7,9,88,Z
$Datos,1798, 99,7,9,88,Z
$Datos,1799, 99,7,9,88,Z
$Datos,1800, 99,7,9,88,Z
$Datos,1801, 99,7,9,88,Z
$Datos,1802, 99,7,9,88,Z
$Datos,1803, 99,7,9,88,Z
$Datos,1804, 99,7,9,88,Z
$Datos,1805, 99,7,9,88,Z
$Datos,1806, 99,7,9,88,Z
$Datos,1807, 99,7,9,88,Z
$Datos,1808, 99,7,9,88,Z
$Datos,1809, 99,7,9,88,Z
$Datos,1810, 99,7,9,88,Z
$Datos,1811, 99,7,9,88,Z
$Datos,1812, 99,7,9,88,Z
$Datos,1813, 99,7,10,88,Z
$Datos,1814, 99,7,9,88,Z
$Datos,1815, 99,7,9,88,Z
$Datos,1816, 99,7,9,88,Z
$Datos,1817, 99,7,9,88,Z
$Datos,1818, 99,7,10,88,Z
$Datos,1819, 99,7,9,88,Z
$Datos,1820, 99,7,9,88,Z
$Datos,1821, 99,7,9,88,Z
$Datos,1822, 99,7,9,88,Z
$Datos,1823, 99,7,9,88,Z
$Datos,1824, 99,7,9,88,Z
$Datos,1825, 99,7,9,88,Z
$Datos,1826, 99,7,9,88,Z
$Datos,1827, 99,7,9,88,Z
$Datos,1828, 99,7,9,88,Z
$Datos,1829, 99,7,9,88,Z
$Datos,1830, 99,7,9,88,Z
$Datos,1831, 99,7,9,88,Z
$Datos,1832, 99,7,9,88,Z
$Datos,1833, 99,7,9,88,Z
$Datos,1834, 99,7,8,88,Z
$Datos,1835, 99,7,9,88,Z
$Datos,1836, 99,7,9,88,Z
$Datos,1837, 99,7,9,88,Z
$Datos,1838, 99,7,9,88,Z
$Datos,1839, 99,7,9,88,Z
$Datos,1840, 99,7,9,88,Z
$Datos,1841, 99,7,9,88,Z
$Datos,1842, 99,7,9,88,Z
$Datos,1843, 99,7,9,88,Z
$Datos,1844, 99,7,8,88,Z
$Datos,1845, 99,7,8,88,Z
$Datos,1846, 99,7,8,88,Z
$Datos,1847, 99,7,9,88,Z
$Datos,1848, 99,7,9,88,Z
$Datos,1849, 99,7,9,88,Z
$Datos,1850, 99,7,9,88,Z
$Datos,1851, 99,7,9,88,Z
$Datos,1852, 99,7,9,88,Z
$Datos,1853, 99,7,9,88,Z
$Datos,1854, 99,7,9,88,Z
$Datos,1855, 99,7,9,88,Z
$Datos,1856, 99,7,8,88,Z
$Datos,1857, 99,7,9,88,Z
$Datos,1858, 99,7,9,88,Z
$Datos,1859, 99,7,8,88,Z
$Datos,1860, 99,7,9,88,Z
$Datos,1861, 99,7,9,88,Z
$Datos,1862, 99,7,8,88,Z
$Datos,1863, 99,7,9,88,Z
$Datos,1864, 99,7,8,88,Z
$Datos,1865, 99,7,9,88,Z
$Datos,1866, 99,7,8,88,Z
$Datos,1867, 99,7,9,88,Z
$Datos,1868, 99,7,8,88,Z
$Datos,1869, 99,7,9,88,Z
$Datos,1870, 99,7,8,88,Z
$Datos,1871, 99,7,8,88,Z
$Datos,1872, 99,7,9,88,Z
$Datos,1873, 99,7,8,88,Z
$Datos,1874, 99,7,9,88,Z
$Datos,1875, 99,7,9,88,Z
$Datos,1876, 99,7,8,88,Z
$Datos,1877, 99,7,9,88,Z
$Datos,1878, 99,7,9,88,Z
$Datos,1879, 99,7,8,88,Z
$Datos,1880, 99,7,9,88,Z
$Datos,1881, 99,7,8,88,Z
$Datos,1882, 99,7,9,88,Z
$Datos,1883, 99,7,8,88,Z
$Datos,1884, 99,7,9,88,Z
$Datos,1885, 99,7,9,88,Z
$Datos,1886, 99,7,9,88,Z
$Datos,1887, 99,7,8,88,Z
$Datos,1888, 99,7,8,88,Z
$Datos,1889, 99,7,9,88,Z
$Datos,1890, 99,7,8,88,Z
$Datos,1891, 99,7,8,88,Z
$Datos,1892, 99,7,9,88,Z
$Datos,1893, 99,7,9,88,Z
$Datos,1894, 99,7,8,88,Z
$Datos,1895, 99,7,8,88,Z
$Datos,1896, 99,7,9,88,Z
$Datos,1897, 99,7,8,88,Z
$Datos,1898, 99,7,8,88,Z
$Datos,1899, 99,7,9,88,Z
$Datos,1900, 99,7,9,88,Z
$Datos,1901, 99,7,9,88,Z
$Datos,1902, 99,7,8,88,Z
$Datos,1903, 99,7,8,88,Z
$Datos,1904, 99,7,9,88,Z
$Datos,1905, 99,7,9,88,Z
$Datos,1906, 99,7,8,88,Z
$Datos,1907, 99,7,8,88,Z
$Datos,1908, 99,7,9,88,Z
$Datos,1909, 99,7,8,88,Z
$Datos,1910, 99,7,8,88,Z
$Datos,1911, 99,7,8,88,Z
$Datos,1912, 99,7,9,88,Z
$Datos,1913, 99,7,9,88,Z
$Datos,1914, 99,7,8,88,Z
$Datos,1915, 99,7,9,88,Z
$Datos,1916, 99,7,8,88,Z
$Datos,1917, 99,7,8,88,Z
$Datos,1918, 99,7,9,88,Z
$Datos,1919, 99,7,8,88,Z
$Datos,1920, 99,7,8,88,Z
$Datos,1921, 99,7,8,88,Z
$Datos,1922, 99,7,8,88,Z
$Datos,1923, 99,7,8,88,Z
$Datos,1924, 99,7,8,88,Z
$Datos,1925, 99,7,8,88,Z
$Datos,1926, 99,7,8,88,Z
$Datos,1927, 99,7,8,88,Z
$Datos,1928, 99,7,9,88,Z
$Datos,1929, 99,7,8,88,Z
$Datos,1930, 99,7,8,88,Z
$Datos,1931, 99,7,8,88,Z
$Datos,1932, 99,7,8,88,Z
$Datos,1933, 99,7,8,88,Z
$Datos,1934, 99,7,8,88,Z
$Datos,1935, 99,7,9,88,Z
$Datos,1936, 99,7,8,88,Z
$Datos,1937, 99,7,9,88,Z
$Datos,1938, 99,7,8,88,Z
$Datos,1939, 99,7,8,88,Z
$Datos,1940, 99,7,8,88,Z
$Datos,1941, 99,7,8,88,Z
$Datos,1942, 99,7,8,88,Z
$Datos,1943, 99,7,8,88,Z
$Datos,1944, 99,7,8,88,Z
$Datos,1945, 99,7,8,88,Z
$Datos,1946, 99,7,8,88,Z
$Datos,1947, 99,7,8,88,Z
$Datos,1948, 99,7,8,88,Z
$Datos,1949, 99,7,8,88,Z
$Datos,1950, 99,7,8,88,Z
$Datos,1951, 99,7,8,88,Z
$Datos,1952, 99,7,8,88,Z
$Datos,1953, 99,7,8,88,Z
$Datos,1954, 99,7,8,88,Z
$Datos,1955, 99,7,8,88,Z
$Datos,1956, 99,7,9,88,Z
$Datos,1957, 99,7,8,88,Z
$Datos,1958, 99,7,8,88,Z
$Datos,1959, 99,7,8,88,Z
$Datos,1960, 99,7,8,88,Z
$Datos,1961, 99,7,8,88,Z
$Datos,1962, 99,7,8,88,Z
$Datos,1963, 99,7,8,88,Z
$Datos,1964, 99,7,8,88,Z
$Datos,1965, 99,7,8,88,Z
$Datos,1966, 99,7,8,88,Z
$Datos,1967, 99,7,8,88,Z
$Datos,1968, 99,7,8,88,Z
$Datos,1969, 99,7,8,88,Z
$Datos,1970, 99,7,8,88,Z
$Datos,1971, 99,7,8,88,Z
$Datos,1972, 99,7,9,88,Z
$Datos,1973, 99,7,8,88,Z
$Datos,1974, 99,7,8,88,Z
$Datos,1975, 99,7,7,88,Z
$Datos,1976, 99,7,8,88,Z
$Datos,1977, 99,7,8,88,Z
$Datos,1978, 99,7,8,88,Z
$Datos,1979, 99,7,8,88,Z
$Datos,1980, 99,7,8,88,Z
$Datos,1981, 99,7,8,88,Z
$Datos,1982, 99,7,8,88,Z
$Datos,1983, 99,7,8,88,Z
$Datos,1984, 99,7,8,88,Z
$Datos,1985, 99,7,8,88,Z
$Datos,1986, 99,7,8,88,Z
$Datos,1987, 99,7,8,88,Z
$Datos,1988, 99,7,8,88,Z
$Datos,1989, 99,7,7,88,Z
$Datos,1990, 99,7,8,88,Z
$Datos,1991, 99,7,8,88,Z
$Datos,1992, 99,7,8,88,Z
$Datos,1993, 99,7,8,88,Z
$Datos,1994, 99,7,8,88,Z
$Datos,1995, 99,7,8,88,Z
$Datos,1996, 99,7,8,88,Z
$Datos,1997, 99,7,8,88,Z
$Datos,1998, 99,7,8,88,Z
$Datos,1999, 99,7,9,88,Z
$Datos,2000, 99,7,8,88,Z
$Datos,2001, 99,7,8,88,Z
$Datos,2002, 99,7,8,88,Z
$Datos,2003, 99,7,7,88,Z
$Datos,2004, 99,7,7,88,Z
$Datos,2005, 99,7,8,88,Z
$Datos,2006, 99,7,8,88,Z
$Datos,2007, 99,7,8,88,Z
$Datos,2008, 99,7,8,88,Z
$Datos,2009, 99,7,8,88,Z
$Datos,2010, 99,7,8,88,Z
$Datos,2011, 99,7,8,88,Z
$Datos,2012, 99,7,8,88,Z
$Datos,2013, 99,7,8,88,Z
