Hola compañeros,

En este correo os envío los datos tomados por nuestra sonda.
Os envío "el bruto" en un archivo .txt 

Formato:

$Datos,n, humidity [%],Ext Temp [ºC], Int Tem [ºC],Pressure [KPa],Z 

Eg: $Datos,1,46,22,20,89,Z

En este ejemplo, estaríamos viendo los datos de la muestra número "1". Comprobamos que había un 46% de Humedad relativa, una temperatura exterior de 22ºC y una interior de 20ºC, con una presión de 89KPa.

Como podéis comprobar los dos termómetros no están del todo "calibrados/sincronizados". Son de diferente tipo y hay fluctuaciones entre ambos. A lo mejor se pueden hacer algún pequeño algoritmo de corrección que añada un OFFSET (en teoría, durante las primeras tomas, ambos dos deberían encontrarse al mismo valor) para poder comparar las medidas a lo largo del vuelo.

$Datos,2695, 99,7,15,88,Z
$Datos,2696, 99,7,16,88,Z
$Datos,2697, 99,7,15,88,Z
$Datos,2698, 99,7,16,88,Z
$Datos,2699, 99,7,16,88,Z
$Datos,2700, 99,7,16,88,Z
$Datos,2701, 99,7,15,88,Z
$Datos,2702, 99,7,16,88,Z
$Datos,2703, 99,7,15,88,Z
$Datos,2704, 99,7,16,88,Z
$Datos,2705, 99,7,16,88,Z
$Datos,2706, 99,7,16,88,Z
$Datos,2707, 99,7,16,88,Z
$Datos,2708, 99,7,16,88,Z
$Datos,2709, 99,7,16,88,Z
$Datos,2710, 99,7,16,88,Z
$Datos,2711, 99,7,16,88,Z
$Datos,2712, 99,7,16,88,Z
$Datos,2713, 99,7,17,88,Z
$Datos,2714, 99,7,16,88,Z
$Datos,2715, 99,7,16,88,Z
$Datos,2716, 99,7,16,88,Z
$Datos,2717, 99,7,17,88,Z
$Datos,2718, 99,7,17,88,Z
$Datos,2719, 99,7,16,88,Z
$Datos,2720, 99,7,17,88,Z
$Datos,2721, 99,7,17,88,Z
$Datos,2722, 99,7,16,88,Z
$Datos,2723, 99,7,16,88,Z
$Datos,2724, 99,7,16,88,Z
$Datos,2725, 99,7,17,88,Z
$Datos,2726, 99,7,17,88,Z
$Datos,2727, 99,7,16,88,Z
$Datos,2728, 99,7,17,88,Z
$Datos,2729, 99,7,17,88,Z
$Datos,2730, 99,7,17,88,Z
$Datos,2731, 99,7,16,88,Z
$Datos,2732, 99,7,17,88,Z
$Datos,2733, 99,7,17,88,Z
$Datos,2734, 99,7,17,88,Z
$Datos,2735, 99,7,17,88,Z
$Datos,2736, 99,7,17,88,Z
$Datos,2737, 99,7,17,88,Z
$Datos,2738, 99,7,17,88,Z
$Datos,2739, 99,7,17,88,Z
$Datos,2740, 99,7,17,88,Z
$Datos,2741, 99,7,17,88,Z
$Datos,2742, 99,7,18,88,Z
$Datos,2743, 99,7,18,88,Z
$Datos,2744, 99,7,17,88,Z
$Datos,2745, 99,7,17,88,Z
$Datos,2746, 99,7,18,88,Z
$Datos,2747, 99,7,18,88,Z
$Datos,2748, 99,7,18,88,Z
$Datos,2749, 99,7,17,88,Z
$Datos,2750, 99,7,18,88,Z
$Datos,2751, 99,7,17,88,Z
$Datos,2752, 99,7,18,88,Z
$Datos,2753, 99,7,18,88,Z
$Datos,2754, 99,7,18,88,Z
$Datos,2755, 99,7,17,88,Z
$Datos,2756, 99,7,18,88,Z
$Datos,2757, 99,7,18,88,Z
$Datos,2758, 99,7,18,88,Z
$Datos,2759, 99,7,18,88,Z
$Datos,2760, 99,7,19,88,Z
$Datos,2761, 99,7,18,88,Z
$Datos,2762, 99,7,18,88,Z
$Datos,2763, 99,7,18,88,Z
$Datos,2764, 99,7,18,88,Z
$Datos,2765, 99,7,19,88,Z
$Datos,2766, 99,7,18,88,Z
$Datos,2767, 99,7,18,88,Z
$Datos,2768, 99,7,19,88,Z
$Datos,2769, 99,7,19,88,Z
$Datos,2770, 99,7,18,88,Z
$Datos,2771, 99,7,18,88,Z
$Datos,2772, 99,7,18,88,Z
$Datos,2773, 99,7,19,88,Z
$Datos,2774, 99,7,19,88,Z
$Datos,2775, 99,7,19,88,Z
$Datos,2776, 99,7,19,88,Z
$Datos,2777, 99,7,18,88,Z
$Datos,2778, 99,7,19,88,Z
$Datos,2779, 99,7,19,88,Z
$Datos,2780, 99,7,19,88,Z
$Datos,2781, 99,7,19,88,Z
$Datos,2782, 99,7,19,88,Z
$Datos,2783, 99,7,19,88,Z
$Datos,2784, 99,7,19,88,Z
$Datos,2785, 99,7,19,88,Z
$Datos,2786, 99,7,19,88,Z
$Datos,2787, 99,7,19,88,Z
$Datos,2788, 99,7,19,88,Z
$Datos,2789, 99,7,19,88,Z
$Datos,2790, 99,7,19,88,Z
$Datos,2791, 99,7,19,88,Z
$Datos,2792, 99,7,20,88,Z
$Datos,2793, 99,7,19,88,Z
$Datos,2794, 99,7,19,88,Z
$Datos,2795, 99,7,19,88,Z
$Datos,2796, 99,7,20,88,Z
$Datos,2797, 99,7,20,88,Z
$Datos,2798, 99,7,19,88,Z
$Datos,2799, 99,7,19,88,Z
$Datos,2800, 99,7,20,88,Z
$Datos,2801, 99,7,20,88,Z
$Datos,2802, 99,7,20,88,Z
$Datos,2803, 99,7,20,88,Z
$Datos,2804, 99,7,19,88,Z
$Datos,2805, 99,7,20,88,Z
$Datos,2806, 99,7,19,88,Z
$Datos,2807, 99,7,20,88,Z
$Datos,2808, 99,7,20,88,Z
$Datos,2809, 99,7,20,88,Z
$Datos,2810, 99,7,20,88,Z
$Datos,2811, 99,7,20,88,Z
$Datos,2812, 99,7,20,88,Z
$Datos,2813, 99,7,20,88,Z
$Datos,2814, 99,7,20,88,Z
$Datos,2815, 99,7,20,88,Z
$Datos,2816, 99,7,20,88,Z
$Datos,2817, 99,7,20,88,Z
$Datos,2818, 99,7,20,88,Z
$Datos,2819, 99,7,20,88,Z
$Datos,2820, 99,7,21,88,Z
$Datos,2821, 99,7,20,88,Z
$Datos,2822, 99,7,21,88,Z
$Datos,2823, 99,7,20,88,Z
$Datos,2824, 99,7,20,88,Z
$Datos,2825, 99,7,20,88,Z
$Datos,2826, 99,7,20,88,Z
$Datos,2827, 99,7,20,88,Z
$Datos,2828, 99,7,21,88,Z
$Datos,2829, 99,7,21,88,Z
$Datos,2830, 99,7,21,88,Z
$Datos,2831, 99,7,20,88,Z
$Datos,2832, 99,7,21,88,Z
$Datos,2833, 99,7,21,88,Z
$Datos,2834, 99,7,21,88,Z
$Datos,2835, 99,7,21,88,Z
$Datos,2836, 99,7,21,88,Z
$Datos,2837, 99,7,21,88,Z
$Datos,2838, 99,7,22,88,Z
$Datos,2839, 99,7,22,88,Z
$Datos,2840, 99,7,21,88,Z
$Datos,2841, 99,7,21,88,Z
$Datos,2842, 99,7,21,88,Z
$Datos,2843, 99,7,21,88,Z
$Datos,2844, 99,7,22,88,Z
$Datos,2845, 99,7,21,88,Z
$Datos,2846, 99,7,22,88,Z
$Datos,2847, 99,7,21,88,Z
$Datos,2848, 99,7,22,88,Z
$Datos,2849, 99,7,22,88,Z
$Datos,2850, 99,7,21,88,Z
$Datos,2851, 99,7,22,88,Z
$Datos,2852, 99,7,22,88,Z
$Datos,2853, 99,7,22,88,Z
$Datos,2854, 99,7,22,88,Z
$Datos,2855, 99,7,22,88,Z
$Datos,2856, 99,7,22,88,Z
$Datos,2857, 99,7,22,88,Z
$Datos,2858, 99,7,22,88,Z
$Datos,2859, 99,7,22,88,Z
$Datos,2860, 99,7,22,88,Z
$Datos,2861, 99,7,22,88,Z
$Datos,2862, 99,7,22,88,Z
$Datos,2863, 99,7,22,88,Z
$Datos,2864, 99,7,22,88,Z
$Datos,2865, 99,7,23,88,Z
$Datos,2866, 99,7,22,88,Z
$Datos,2867, 99,7,22,88,Z
$Datos,2868, 99,7,22,88,Z
$Datos,2869, 99,7,23,88,Z
$Datos,2870, 99,7,22,88,Z
$Datos,2871, 99,7,22,88,Z
$Datos,2872, 99,7,23,88,Z
$Datos,2873, 99,7,23,88,Z
$Datos,2874, 99,7,22,88,Z
$Datos,2875, 99,7,22,88,Z
$Datos,2876, 99,7,23,88,Z
$Datos,2877, 99,7,22,88,Z
$Datos,2878, 99,7,23,88,Z
$Datos,2879, 99,7,22,88,Z
$Datos,2880, 99,7,23,88,Z
$Datos,2881, 99,7,23,88,Z
$Datos,2882, 99,7,23,88,Z
$Datos,2883, 99,7,22,88,Z
$Datos,2884, 99,7,23,88,Z
$Datos,2885, 99,7,23,88,Z
$Datos,2886, 99,7,22,88,Z
$Datos,2887, 99,7,23,88,Z
$Datos,2888, 99,7,23,88,Z
$Datos,2889, 99,7,23,88,Z
$Datos,2890, 99,7,23,88,Z
$Datos,2891, 99,7,23,88,Z
$Datos,2892, 99,7,23,88,Z
$Datos,2893, 99,7,23,88,Z
$Datos,2894, 99,7,24,88,Z
$Datos,2895, 99,7,24,88,Z
$Datos,2896, 99,7,23,88,Z
$Datos,2897, 99,7,23,88,Z
$Datos,2898, 99,7,24,88,Z
$Datos,2899, 99,7,23,88,Z
$Datos,2900, 99,7,24,88,Z
$Datos,2901, 99,7,24,88,Z
$Datos,2902, 99,7,24,88,Z
$Datos,2903, 99,7,23,88,Z
$Datos,2904, 99,7,24,88,Z
$Datos,2905, 99,7,24,88,Z
$Datos,2906, 99,7,24,88,Z
$Datos,2907, 99,7,24,88,Z
$Datos,2908, 99,7,24,88,Z
$Datos,2909, 99,7,24,88,Z
$Datos,2910, 99,7,23,88,Z
$Datos,2911, 99,7,24,88,Z
$Datos,2912, 99,7,24,88,Z
$Datos,2913, 99,7,24,88,Z
$Datos,2914, 99,7,24,88,Z
$Datos,2915, 99,7,24,88,Z
$Datos,2916, 99,7,24,88,Z
$Datos,2917, 99,7,24,88,Z
$Datos,2918, 99,7,24,88,Z
$Datos,2919, 99,7,24,88,Z
$Datos,2920, 99,7,24,88,Z
$Datos,2921, 99,7,24,88,Z
$Datos,2922, 99,7,24,88,Z
$Datos,2923, 99,7,24,88,Z
$Datos,2924, 99,7,24,88,Z
$Datos,2925, 99,7,24,88,Z
$Datos,2926, 99,7,24,88,Z
$Datos,2927, 99,7,25,88,Z
$Datos,2928, 99,7,24,88,Z
$Datos,2929, 99,7,25,88,Z
$Datos,2930, 99,7,25,88,Z
$Datos,2931, 99,7,25,88,Z
$Datos,2932, 99,7,25,88,Z
$Datos,2933, 99,7,25,88,Z
$Datos,2934, 99,7,25,88,Z
$Datos,2935, 99,7,25,88,Z
$Datos,2936, 99,7,25,88,Z
$Datos,2937, 99,7,25,88,Z
$Datos,2938, 99,7,25,88,Z
$Datos,2939, 99,7,25,88,Z
$Datos,2940, 99,7,25,88,Z
$Datos,2941, 99,7,25,88,Z
$Datos,2942, 99,7,25,88,Z
$Datos,2943, 99,7,25,88,Z
$Datos,2944, 99,7,25,88,Z
$Datos,2945, 99,7,25,88,Z
$Datos,2946, 99,7,25,88,Z
$Datos,2947, 99,7,25,88,Z
$Datos,2948, 99,7,26,88,Z
$Datos,2949, 99,7,25,88,Z
$Datos,2950, 99,7,25,88,Z
$Datos,2951, 99,7,25,88,Z
$Datos,2952, 99,7,25,88,Z
$Datos,2953, 99,7,26,88,Z
$Datos,2954, 99,7,26,88,Z
$Datos,2955, 99,7,25,88,Z
$Datos,2956, 99,7,25,88,Z
$Datos,2957, 99,7,25,88,Z
$Datos,2958, 99,7,26,88,Z
$Datos,2959, 99,7,26,88,Z
$Datos,2960, 99,7,26,88,Z
$Datos,2961, 99,7,26,88,Z
$Datos,2962, 99,7,26,88,Z
$Datos,2963, 99,7,26,88,Z
$Datos,2964, 99,7,26,88,Z
$Datos,2965, 99,7,26,88,Z
$Datos,2966, 99,7,26,88,Z
$Datos,2967, 99,7,26,88,Z
$Datos,2968, 99,7,27,88,Z
$Datos,2969, 99,7,26,88,Z
$Datos,2970, 99,7,26,88,Z
$Datos,2971, 99,7,26,88,Z
$Datos,2972, 99,7,26,88,Z
$Datos,2973, 99,7,26,88,Z
$Datos,2974, 99,7,26,88,Z
$Datos,2975, 99,7,27,88,Z
$Datos,2976, 99,7,26,88,Z
$Datos,2977, 99,7,26,88,Z
$Datos,2978, 99,7,26,88,Z
$Datos,2979, 99,7,26,88,Z
$Datos,2980, 99,7,26,88,Z
$Datos,2981, 99,7,26,88,Z
$Datos,2982, 99,7,26,88,Z
$Datos,2983, 99,7,27,88,Z
$Datos,2984, 99,7,27,88,Z
$Datos,2985, 99,7,26,88,Z
$Datos,2986, 99,7,27,88,Z
$Datos,2987, 99,7,26,88,Z
$Datos,2988, 99,7,27,88,Z
$Datos,2989, 99,7,27,88,Z
$Datos,2990, 99,7,26,88,Z
$Datos,2991, 99,7,27,88,Z
$Datos,2992, 99,7,27,88,Z
$Datos,2993, 99,7,27,88,Z
$Datos,2994, 99,7,27,88,Z
$Datos,2995, 99,7,26,88,Z
$Datos,2996, 99,7,26,88,Z
$Datos,2997, 99,7,27,88,Z
$Datos,2998, 99,7,26,88,Z
$Datos,2999, 99,7,27,88,Z
$Datos,3000, 99,7,27,88,Z
$Datos,3001, 99,7,27,88,Z
$Datos,3002, 99,7,28,88,Z
$Datos,3003, 99,7,27,88,Z
$Datos,3004, 99,7,27,88,Z
$Datos,3005, 99,7,27,88,Z
$Datos,3006, 99,7,27,88,Z
$Datos,3007, 99,7,27,88,Z
$Datos,3008, 99,7,27,88,Z
$Datos,3009, 99,7,27,88,Z
$Datos,3010, 99,7,27,88,Z
$Datos,3011, 99,7,28,88,Z
$Datos,3012, 99,7,27,88,Z
$Datos,3013, 99,7,27,88,Z
$Datos,3014, 99,7,27,88,Z
$Datos,3015, 99,7,28,88,Z
$Datos,3016, 99,7,27,88,Z
$Datos,3017, 99,7,28,88,Z
$Datos,3018, 99,7,27,88,Z
$Datos,3019, 99,7,28,88,Z
$Datos,3020, 99,7,28,88,Z
$Datos,3021, 99,7,28,88,Z
$Datos,3022, 99,7,28,88,Z
$Datos,3023, 99,7,28,88,Z
$Datos,3024, 99,7,28,88,Z
$Datos,3025, 99,7,28,88,Z
$Datos,3026, 99,7,28,88,Z
$Datos,3027, 99,7,28,88,Z
$Datos,3028, 99,7,28,88,Z
$Datos,3029, 99,7,28,88,Z
$Datos,3030, 99,7,28,88,Z
$Datos,3031, 99,7,28,88,Z
$Datos,3032, 99,7,28,88,Z
$Datos,3033, 99,7,29,88,Z
$Datos,3034, 99,7,28,88,Z
$Datos,3035, 99,7,28,88,Z
$Datos,3036, 99,7,28,88,Z
$Datos,3037, 99,7,28,88,Z
$Datos,3038, 99,7,28,88,Z
$Datos,3039, 99,7,29,88,Z
$Datos,3040, 99,7,29,88,Z
$Datos,3041, 99,7,29,88,Z
$Datos,3042, 99,7,28,88,Z
$Datos,3043, 99,7,28,88,Z
$Datos,3044, 99,7,29,88,Z
$Datos,3045, 99,7,29,88,Z
$Datos,3046, 99,7,29,88,Z
$Datos,3047, 99,7,28,88,Z
$Datos,3048, 99,7,29,88,Z
$Datos,3049, 99,7,28,88,Z
$Datos,3050, 99,7,28,88,Z
$Datos,3051, 99,7,28,88,Z
$Datos,3052, 99,7,29,88,Z
$Datos,3053, 99,7,29,88,Z
$Datos,3054, 99,7,29,88,Z
$Datos,3055, 99,7,29,88,Z
$Datos,3056, 99,7,29,88,Z
$Datos,3057, 99,7,29,88,Z
$Datos,3058, 99,7,29,88,Z
$Datos,3059, 99,7,29,88,Z
$Datos,3060, 99,7,29,88,Z
$Datos,3061, 99,7,30,88,Z
$Datos,3062, 99,7,29,88,Z
$Datos,3063, 99,7,29,88,Z
$Datos,3064, 99,7,29,88,Z
$Datos,3065, 99,7,30,88,Z
$Datos,3066, 99,7,30,88,Z
$Datos,3067, 99,7,29,88,Z
$Datos,3068, 99,7,29,88,Z
$Datos,3069, 99,7,29,88,Z
$Datos,3070, 99,7,29,88,Z
$Datos,3071, 99,7,29,88,Z
$Datos,3072, 99,7,30,88,Z
$Datos,3073, 99,7,30,88,Z
$Datos,3074, 99,7,29,88,Z
$Datos,3075, 99,7,30,88,Z
$Datos,3076, 99,7,30,88,Z
$Datos,3077, 99,7,29,88,Z
$Datos,3078, 99,7,30,88,Z
$Datos,3079, 99,7,30,88,Z
$Datos,3080, 99,7,30,88,Z
$Datos,3081, 99,7,30,88,Z
$Datos,3082, 99,7,29,88,Z
$Datos,3083, 99,7,30,88,Z
$Datos,3084, 99,7,30,88,Z
$Datos,3085, 99,7,30,88,Z
$Datos,3086, 99,7,30,88,Z
$Datos,3087, 99,7,30,88,Z
$Datos,3088, 99,7,30,88,Z
$Datos,3089, 99,7,30,88,Z
$Datos,3090, 99,7,30,88,Z
$Datos,3091, 99,7,30,88,Z
$Datos,3092, 99,7,30,88,Z
$Datos,3093, 99,7,30,88,Z
$Datos,3094, 99,7,30,88,Z
$Datos,3095, 99,7,30,88,Z
$Datos,3096, 99,7,30,88,Z
$Datos,3097, 99,7,31,88,Z
$Datos,3098, 99,7,30,88,Z
$Datos,3099, 99,7,30,88,Z
$Datos,3100, 99,7,31,88,Z
$Datos,3101, 99,7,30,88,Z
$Datos,3102, 99,7,30,88,Z
$Datos,3103, 99,7,31,88,Z
$Datos,3104, 99,7,31,88,Z
$Datos,3105, 99,7,31,88,Z
$Datos,3106, 99,7,30,88,Z
$Datos,3107, 99,7,31,88,Z
$Datos,3108, 99,7,30,88,Z
$Datos,3109, 99,7,31,88,Z
$Datos,3110, 99,7,30,88,Z
$Datos,3111, 99,7,30,88,Z
$Datos,3112, 99,7,31,88,Z
$Datos,3113, 99,7,30,88,Z
$Datos,3114, 99,7,31,88,Z
$Datos,3115, 99,7,31,88,Z
$Datos,3116, 99,7,31,88,Z
$Datos,3117, 99,7,30,88,Z
$Datos,3118, 99,7,31,88,Z
$Datos,3119, 99,7,31,88,Z
$Datos,3120, 99,7,31,88,Z
$Datos,3121, 99,7,32,88,Z
$Datos,3122, 99,7,31,88,Z
$Datos,3123, 99,7,30,88,Z
$Datos,3124, 99,7,31,88,Z
$Datos,3125, 99,7,31,88,Z
$Datos,3126, 99,7,31,88,Z
$Datos,3127, 99,7,30,88,Z
$Datos,3128, 99,7,31,88,Z
$Datos,3129, 99,7,31,88,Z
$Datos,3130, 99,7,31,88,Z
$Datos,3131, 99,7,30,88,Z
$Datos,3132, 99,7,31,88,Z
$Datos,3133, 99,7,31,88,Z
$Datos,3134, 99,7,31,88,Z
$Datos,3135, 99,7,30,88,Z
$Datos,3136, 99,7,31,88,Z
$Datos,3137, 99,7,31,88,Z
$Datos,3138, 99,7,31,88,Z
$Datos,3139, 99,7,31,88,Z
$Datos,3140, 99,7,31,88,Z
$Datos,3141, 99,7,31,88,Z
$Datos,3142, 99,7,31,88,Z
$Datos,3143, 99,7,31,88,Z
$Datos,3144, 99,7,30,88,Z
$Datos,3145, 99,7,30,88,Z
$Datos,3146, 99,7,30,88,Z
$Datos,3147, 99,7,31,88,Z
$Datos,3148, 99,7,31,88,Z
$Datos,3149, 99,7,30,88,Z
$Datos,3150, 99,7,31,88,Z
$Datos,3151, 99,7,31,88,Z
$Datos,3152, 99,7,31,88,Z
$Datos,3153, 99,7,31,88,Z
$Datos,3154, 99,7,31,88,Z
$Datos,3155, 99,7,31,88,Z
$Datos,3156, 99,7,32,88,Z
$Datos,3157, 99,7,31,88,Z
$Datos,3158, 99,7,31,88,Z
$Datos,3159, 99,7,31,88,Z
$Datos,3160, 99,7,31,88,Z
$Datos,3161, 99,7,31,88,Z
$Datos,3162, 99,7,31,88,Z
$Datos,3163, 99,7,32,88,Z
$Datos,3164, 99,7,31,88,Z
$Datos,3165, 99,7,31,88,Z
$Datos,3166, 99,7,31,88,Z
$Datos,3167, 99,7,31,88,Z
$Datos,3168, 99,7,31,88,Z
$Datos,3169, 99,7,32,88,Z
$Datos,3170, 99,7,32,88,Z
$Datos,3171, 99,7,32,88,Z
$Datos,3172, 99,7,32,88,Z
$Datos,3173, 99,7,31,88,Z
$Datos,3174, 99,7,32,88,Z
$Datos,3175, 99,7,32,88,Z
$Datos,3176, 99,7,31,88,Z
$Datos,3177, 99,7,27,88,Z
$Datos,3178, 99,7,32,88,Z
$Datos,3179, 99,7,32,88,Z
$Datos,3180, 99,7,31,88,Z
$Datos,3181, 99,7,32,88,Z
$Datos,3182, 99,7,31,88,Z
$Datos,3183, 99,7,32,88,Z
$Datos,3184, 99,7,31,88,Z
$Datos,3185, 99,7,31,88,Z
$Datos,3186, 99,7,32,88,Z
$Datos,3187, 99,7,32,88,Z
$Datos,3188, 99,7,32,88,Z
$Datos,3189, 99,7,32,88,Z
$Datos,3190, 99,7,31,88,Z
$Datos,3191, 99,7,31,88,Z
$Datos,3192, 99,7,32,88,Z
$Datos,3193, 99,7,32,88,Z
$Datos,3194, 99,7,31,88,Z
$Datos,3195, 99,7,32,88,Z
$Datos,3196, 99,7,31,88,Z
$Datos,3197, 99,7,32,88,Z
$Datos,3198, 99,7,32,88,Z
$Datos,3199, 99,7,32,88,Z
$Datos,3200, 99,7,32,88,Z
$Datos,3201, 99,7,31,88,Z
$Datos,3202, 99,7,32,88,Z
$Datos,3203, 99,7,32,88,Z
$Datos,3204, 99,7,32,88,Z
$Datos,3205, 99,7,32,88,Z
$Datos,3206, 99,7,32,88,Z
$Datos,3207, 99,7,32,88,Z
$Datos,3208, 99,7,32,88,Z
$Datos,3209, 99,7,32,88,Z
$Datos,3210, 99,7,32,88,Z
$Datos,3211, 99,7,32,88,Z
$Datos,3212, 99,7,32,88,Z
$Datos,3213, 99,7,33,88,Z
$Datos,3214, 99,7,32,88,Z
$Datos,3215, 99,7,33,88,Z
$Datos,3216, 99,7,33,88,Z
$Datos,3217, 99,7,33,88,Z
$Datos,3218, 99,7,32,88,Z
$Datos,3219, 99,7,32,88,Z
$Datos,3220, 99,7,32,88,Z
$Datos,3221, 99,7,32,88,Z
$Datos,3222, 99,7,32,88,Z
$Datos,3223, 99,7,32,88,Z
$Datos,3224, 99,7,33,88,Z
$Datos,3225, 99,7,32,88,Z
$Datos,3226, 99,7,27,88,Z
$Datos,3227, 99,7,32,88,Z
$Datos,3228, 99,7,32,88,Z
$Datos,3229, 99,7,32,88,Z
$Datos,3230, 99,7,32,88,Z
$Datos,3231, 99,7,32,88,Z
$Datos,3232, 99,7,32,88,Z
$Datos,3233, 99,7,32,88,Z
$Datos,3234, 99,7,33,88,Z
$Datos,3235, 99,7,32,88,Z
$Datos,3236, 99,7,32,88,Z
$Datos,3237, 99,7,32,88,Z
$Datos,3238, 99,7,32,88,Z
$Datos,3239, 99,7,32,88,Z
$Datos,3240, 99,7,32,88,Z
$Datos,3241, 99,7,33,88,Z
$Datos,3242, 99,7,32,88,Z
$Datos,3243, 99,7,32,88,Z
$Datos,3244, 99,7,33,88,Z
$Datos,3245, 99,7,32,88,Z
$Datos,3246, 99,7,32,88,Z
$Datos,3247, 99,7,32,88,Z
$Datos,3248, 99,7,32,88,Z
$Datos,3249, 99,7,33,88,Z
$Datos,3250, 99,7,32,88,Z
$Datos,3251, 99,7,32,88,Z
$Datos,3252, 99,7,33,88,Z
$Datos,3253, 99,7,32,88,Z
$Datos,3254, 99,7,32,88,Z
$Datos,3255, 99,7,32,88,Z
$Datos,3256, 99,7,32,88,Z
$Datos,3257, 99,7,32,88,Z
$Datos,3258, 99,7,32,88,Z
$Datos,3259, 99,7,31,88,Z
$Datos,3260, 99,7,31,88,Z
$Datos,3261, 99,7,32,88,Z
$Datos,3262, 99,7,31,88,Z
$Datos,3263, 99,7,32,88,Z
$Datos,3264, 99,7,32,88,Z
$Datos,3265, 99,7,32,88,Z
$Datos,3266, 99,7,32,88,Z
$Datos,3267, 99,7,32,88,Z
$Datos,3268, 99,7,31,88,Z
$Datos,3269, 99,7,32,88,Z
$Datos,3270, 99,7,31,88,Z
$Datos,3271, 99,7,32,88,Z
$Datos,3272, 99,7,32,88,Z
$Datos,3273, 99,7,32,88,Z
$Datos,3274, 99,7,31,88,Z
$Datos,3275, 99,7,31,88,Z
$Datos,3276, 99,7,31,88,Z
$Datos,3277, 99,7,32,88,Z
$Datos,3278, 99,7,32,88,Z
$Datos,3279, 99,7,31,88,Z
$Datos,3280, 99,7,31,88,Z
$Datos,3281, 99,7,31,88,Z
$Datos,3282, 99,7,32,88,Z
$Datos,3283, 99,7,31,88,Z
$Datos,3284, 99,7,32,88,Z
$Datos,3285, 99,7,31,88,Z
$Datos,3286, 99,7,31,88,Z
$Datos,3287, 99,7,31,88,Z
$Datos,3288, 99,7,31,88,Z
$Datos,3289, 99,7,30,88,Z
$Datos,3290, 99,7,31,88,Z
$Datos,3291, 99,7,31,88,Z
$Datos,3292, 99,7,31,88,Z
$Datos,3293, 99,7,31,88,Z
$Datos,3294, 99,7,31,88,Z
$Datos,3295, 99,7,31,88,Z
$Datos,3296, 99,7,31,88,Z
$Datos,3297, 99,7,31,88,Z
$Datos,3298, 99,7,31,88,Z
$Datos,3299, 99,7,31,88,Z
$Datos,3300, 99,7,31,88,Z
$Datos,3301, 99,7,30,88,Z
$Datos,3302, 99,7,31,88,Z
$Datos,3303, 99,7,31,88,Z
$Datos,3304, 99,7,31,88,Z
$Datos,3305, 99,7,30,88,Z
$Datos,3306, 99,7,31,88,Z
$Datos,3307, 99,7,31,88,Z
$Datos,3308, 99,7,31,88,Z
$Datos,3309, 99,7,31,88,Z
$Datos,3310, 99,7,31,88,Z
$Datos,3311, 99,7,31,88,Z
$Datos,3312, 99,7,31,88,Z
$Datos,3313, 99,7,30,88,Z
$Datos,3314, 99,7,31,88,Z
$Datos,3315, 99,7,30,88,Z
$Datos,3316, 99,7,31,88,Z
$Datos,3317, 99,7,30,88,Z
$Datos,3318, 99,7,31,88,Z
$Datos,3319, 99,7,30,88,Z
$Datos,3320, 99,7,31,88,Z
$Datos,3321, 99,7,31,88,Z
$Datos,3322, 99,7,31,88,Z
$Datos,3323, 99,7,30,88,Z
$Datos,3324, 99,7,30,88,Z
$Datos,3325, 99,7,31,88,Z
$Datos,3326, 99,7,31,88,Z
$Datos,3327, 99,7,31,88,Z
$Datos,3328, 99,7,30,88,Z
$Datos,3329, 99,7,31,88,Z
$Datos,3330, 99,7,31,88,Z
$Datos,3331, 99,7,31,88,Z
$Datos,3332, 99,7,31,88,Z
$Datos,3333, 99,7,31,88,Z
$Datos,3334, 99,7,30,88,Z
$Datos,3335, 99,7,31,88,Z
$Datos,3336, 99,7,31,88,Z
$Datos,3337, 99,7,31,88,Z
$Datos,3338, 99,7,31,88,Z
$Datos,3339, 99,7,30,88,Z
$Datos,3340, 99,7,31,88,Z
$Datos,3341, 99,7,31,88,Z
$Datos,3342, 99,7,30,88,Z
$Datos,3343, 99,7,31,88,Z
$Datos,3344, 99,7,30,88,Z
$Datos,3345, 99,7,31,88,Z
$Datos,3346, 99,7,30,88,Z
$Datos,3347, 99,7,31,88,Z
$Datos,3348, 99,7,31,88,Z
$Datos,3349, 99,7,31,88,Z
$Datos,3350, 99,7,31,88,Z
$Datos,3351, 99,7,31,88,Z
$Datos,3352, 99,7,31,88,Z
$Datos,3353, 99,7,30,88,Z
$Datos,3354, 99,7,30,88,Z
$Datos,3355, 99,7,31,88,Z
$Datos,3356, 99,7,31,88,Z
$Datos,3357, 99,7,31,88,Z
$Datos,3358, 99,7,31,88,Z
$Datos,3359, 99,7,31,88,Z
$Datos,3360, 99,7,31,88,Z
$Datos,3361, 99,7,31,88,Z
$Datos,3362, 99,7,31,88,Z
$Datos,3363, 99,7,31,88,Z
$Datos,3364, 99,7,30,88,Z
$Datos,3365, 99,7,31,88,Z
$Datos,3366, 99,7,31,88,Z
$Datos,3367, 99,7,30,88,Z
$Datos,3368, 99,7,30,88,Z
$Datos,3369, 99,7,31,88,Z
$Datos,3370, 99,7,30,88,Z
$Datos,3371, 99,7,30,88,Z
$Datos,3372, 99,7,31,88,Z
$Datos,3373, 99,7,30,88,Z
$Datos,3374, 99,7,30,88,Z
$Datos,3375, 99,7,30,88,Z
